# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	17783	18118	-	CGLOAA_024		Hemophilus-specific protein	RefSeq:WP_005687581.1, SO:0001217, UniParc:UPI0001A3F73F, UniRef:UniRef100_A0A377J0G4, UniRef:UniRef50_A0A377J0G4, UniRef:UniRef90_A0A377J0G4
contig_1	cds	18102	20351	-	CGLOAA_025	traD	type IV conjugative transfer system coupling protein TraD	KEGG:K12071, RefSeq:WP_047922048.1, SO:0001217, UniParc:UPI00064C754E, UniRef:UniRef100_A0A377IYN4, UniRef:UniRef50_A0A5B8SQX9, UniRef:UniRef90_A0A9N8NA81
contig_1	cds	20348	20854	-	CGLOAA_026		Integrating conjugative element protein	RefSeq:WP_011271841.1, SO:0001217, UniParc:UPI000039AD5D, UniRef:UniRef100_A0A377IYX6, UniRef:UniRef50_Q6J5E5, UniRef:UniRef90_Q6J5E5
contig_1	cds	20870	21628	-	CGLOAA_027		Transglycosylase SLT domain-containing protein	RefSeq:WP_011271840.1, SO:0001217, UniParc:UPI000039AD5C, UniRef:UniRef100_A0A377IYW6, UniRef:UniRef50_A0A4S2Q3H1, UniRef:UniRef90_A0A369Z679
contig_1	cds	21607	22347	-	CGLOAA_028		Conj_TIGR03759: integrating conjugative element protein	RefSeq:WP_012564936.1, SO:0001217, UniParc:UPI00004036BE, UniRef:UniRef100_A0A377IYM9, UniRef:UniRef50_W0R2U5, UniRef:UniRef90_A0A5C6GZ40
contig_1	cds	22351	22980	-	CGLOAA_029	virB7	Type IV secretion system putative lipoprotein virB7	RefSeq:WP_012564935.1, SO:0001217, UniParc:UPI00004036BD, UniRef:UniRef100_A0A377IYR1, UniRef:UniRef50_A0A377IYR1, UniRef:UniRef90_A0A377IYR1
contig_1	cds	23079	23843	-	CGLOAA_030	traX	Conjugal transfer protein TraX	RefSeq:WP_012564934.1, SO:0001217, UniParc:UPI00004036BC, UniRef:UniRef100_A0A377IYL9, UniRef:UniRef50_A0A1V3JSG4, UniRef:UniRef90_A0A369Z6X9
contig_1	cds	23901	24104	-	CGLOAA_031		hypothetical protein	RefSeq:WP_047922046.1, SO:0001217, UniParc:UPI00064C53C9, UniRef:UniRef100_A0A1B0WP18, UniRef:UniRef50_A0A377J0S9, UniRef:UniRef90_A0A377J0S9
contig_1	ncRNA	24240	24309	-	CGLOAA_032	RNA-OUT	RNA-OUT	RFAM:RF00240, SO:0000655
contig_2	cds	125	541	-	CGLOAA_033	tetD	Transposon Tn10 TetD protein	COG:COG2207, COG:K, GO:0003700, GO:0043565, RefSeq:WP_000275180.1, SO:0001217, UniParc:UPI00000BEFBF, UniRef:UniRef100_Q6QR69, UniRef:UniRef50_P28816, UniRef:UniRef90_P28816
contig_2	cds	554	1222	+	CGLOAA_034	tetC	tetracyline resistance-associated transcriptional repressor TetC	COG:COG1309, COG:K, GO:0003677, SO:0001217, UniRef:UniRef50_P28815, UniRef:UniRef90_P28815
contig_2	cds	1335	2540	-	CGLOAA_035	tet(B)	tetracycline efflux MFS transporter Tet(B)	COG:COG2814, COG:G, GO:0005886, GO:0008493, GO:0015297, GO:0015904, GO:0016020, GO:0022857, GO:0046677, GO:0055085, KEGG:K08151, NCBIProtein:WP_001089068.1, RefSeq:WP_001089068.1, SO:0001217, UniParc:UPI00000DA0F9, UniRef:UniRef100_B1VCE9, UniRef:UniRef50_P02980, UniRef:UniRef90_P02980
contig_2	cds	2622	3245	+	CGLOAA_036	tetR(B)	tetracycline resistance transcriptional repressor TetR(B)	BlastRules:WP_000088605, COG:COG1309, COG:K, GO:0000976, GO:0003700, GO:0045892, GO:0046677, GO:0046872, KEGG:K18476, RefSeq:WP_000088605.1, SO:0001217, UniParc:UPI0000000D97, UniRef:UniRef100_P04483, UniRef:UniRef50_P0ACT4, UniRef:UniRef90_P04483
contig_2	cds	3223	3909	-	CGLOAA_037	arsR	Transcriptional regulator	COG:COG0640, COG:K, RefSeq:WP_001284954.1, SO:0001217, UniParc:UPI00000BEFC6, UniRef:UniRef100_Q1A2K6, UniRef:UniRef50_Q1A2K6, UniRef:UniRef90_Q1A2K6
contig_2	cds	3917	4303	-	CGLOAA_038	aCTx2	ACT domain-containing protein	COG:COG4747, COG:R, RefSeq:WP_000460651.1, SO:0001217, UniParc:UPI00000D139B, UniRef:UniRef100_B1VCF2, UniRef:UniRef50_K8AJ79, UniRef:UniRef90_B1VCF2
contig_2	cds	4296	4616	-	CGLOAA_039	hmoA	Antibiotic biosynthesis monooxygenase	COG:COG2329, COG:H, RefSeq:WP_000562370.1, SO:0001217, UniParc:UPI00000DA0D3, UniRef:UniRef100_Q1A2K8, UniRef:UniRef50_Q1A2K8, UniRef:UniRef90_Q1A2K8
contig_3	cds	607	1248	-	CGLOAA_040	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	COG:COG4845, COG:V, EC:2.3.1.28, GO:0008811, GO:0046677, KEGG:K19271, NCBIProtein:WP_011751353.1, RefSeq:WP_011751353.1, SO:0001217, UniParc:UPI0000055EA0, UniRef:UniRef100_Q8RQP2, UniRef:UniRef50_P00484, UniRef:UniRef90_P22615
contig_3	cds	1411	2358	-	CGLOAA_041	tnp	IS30 family ISAeca1 transposase	COG:COG2826, COG:X, GO:0004803, IS:ISAeca1, RefSeq:WP_012564931.1, SO:0001217, UniParc:UPI00002555E1, UniRef:UniRef100_A0A729RVT0, UniRef:UniRef50_A0A432W514, UniRef:UniRef90_A0A6M4YFY5
contig_4	cds	150	1010	-	CGLOAA_042	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	COG:COG2367, COG:V, EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, KEGG:K18698, NCBIProtein:WP_000027057.1, RefSeq:WP_000027057.1, SO:0001217, UniParc:UPI00000000E4, UniRef:UniRef100_P62593, UniRef:UniRef50_P62593, UniRef:UniRef90_P62593
