# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	13238	13720	+	LGFKNI_017	trbI	Type-F conjugative transfer system protein TrbI	RefSeq:WP_081570095.1, SO:0001217, UniParc:UPI0009C37822, UniRef:UniRef100_UPI0009C37822, UniRef:UniRef50_A0A378QCE1, UniRef:UniRef90_UPI00128D3469
contig_1	cds	13721	14266	+	LGFKNI_018		S26 family signal peptidase	SO:0001217, UniRef:UniRef50_A0A378QCE3, UniRef:UniRef90_UPI0009C20BA8
contig_1	cds	14256	14894	+	LGFKNI_019	traW	type-F conjugative transfer system protein TraW	KEGG:K12061, SO:0001217, UniRef:UniRef50_A0A378QCU5, UniRef:UniRef90_UPI0009C2DF80
contig_1	cds	14891	15898	+	LGFKNI_020	traU	conjugal transfer pilus assembly protein TraU	KEGG:K12060, SO:0001217, UniRef:UniRef50_A0A6L4YKZ3, UniRef:UniRef90_A0A378QCD7
contig_1	cds	15907	16614	+	LGFKNI_021	trbC	type-F conjugative transfer system pilin assembly protein TrbC	RefSeq:WP_081570091.1, SO:0001217, UniParc:UPI0009D9FE27, UniRef:UniRef100_UPI0009D9FE27, UniRef:UniRef50_A0A378QDL0, UniRef:UniRef90_UPI0009D9FE27
contig_1	cds	16617	18767	+	LGFKNI_022	traN	conjugal transfer protein TraN	KEGG:K12058, RefSeq:WP_081570090.1, SO:0001217, UniParc:UPI0009D9F996, UniRef:UniRef100_UPI0009D9F996, UniRef:UniRef50_A0A378QCZ7, UniRef:UniRef90_UPI00128C84E7
contig_1	cds	18757	19638	+	LGFKNI_023	traF	conjugal transfer protein TraF	KEGG:K12057, RefSeq:WP_152726692.1, SO:0001217, UniParc:UPI00128D845D, UniRef:UniRef100_UPI00128D845D, UniRef:UniRef50_A0A378QDG9, UniRef:UniRef90_UPI00128C7662
contig_1	cds	19649	19978	+	LGFKNI_024		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00128D3BBC, UniRef:UniRef90_UPI00128D3BBC
contig_1	cds	19978	21381	+	LGFKNI_025	traH	conjugal transfer protein TraH	KEGG:K12072, SO:0001217, UniRef:UniRef50_A0A378QE85, UniRef:UniRef90_UPI0009C1FF39
contig_1	cds	21393	24230	+	LGFKNI_026	traG	conjugal transfer protein TraG N-terminal domain-containing protein	KEGG:K12056, SO:0001217, UniRef:UniRef50_A0A378QCQ7, UniRef:UniRef90_UPI00128B93E0
contig_1	cds	24317	24739	+	LGFKNI_027		lytic transglycosylase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A378QCF0, UniRef:UniRef90_UPI00128E483B
contig_1	cds	24774	25025	-	LGFKNI_028		hypothetical protein	RefSeq:WP_152726687.1, SO:0001217, UniParc:UPI00128C6FD8, UniRef:UniRef100_UPI00128C6FD8, UniRef:UniRef50_UPI00128C6FD8, UniRef:UniRef90_UPI0009C28A85
contig_1	cds	25134	25655	+	LGFKNI_029		hypothetical protein	RefSeq:WP_152726685.1, SO:0001217, UniParc:UPI00128DB0E3, UniRef:UniRef100_UPI00128DB0E3, UniRef:UniRef50_A0A198UN78, UniRef:UniRef90_UPI000EA8FB37
contig_1	cds	25893	26210	-	LGFKNI_030		Plasmid stabilization protein	RefSeq:WP_064609676.1, SO:0001217, UniParc:UPI0007E370EA, UniRef:UniRef100_A0A198UJP8, UniRef:UniRef50_A0A1T0CD98, UniRef:UniRef90_A0A1T0CD98
contig_1	cds	26210	26470	-	LGFKNI_031	copG	CopG family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1T0CD78, UniRef:UniRef90_A0A1T0CD78
contig_1	cds	26808	27395	+	LGFKNI_032		DNA-invertase hin	KEGG:K14060, RefSeq:WP_081570082.1, SO:0001217, UniParc:UPI0009C25352, UniRef:UniRef100_UPI0009C25352, UniRef:UniRef50_A0A1S9ZU90, UniRef:UniRef90_A0A378QDH8
contig_1	cds	27410	30265	-	LGFKNI_033	mobF	MobF family relaxase	GO:0003677, RefSeq:WP_120649646.1, SO:0001217, UniParc:UPI000EA8D057, UniRef:UniRef100_UPI000EA8D057, UniRef:UniRef50_A0A378QGZ7, UniRef:UniRef90_UPI000EA8D057
contig_1	cds	30282	32072	-	LGFKNI_034	traD	DNA transport protein TraD	SO:0001217, UniRef:UniRef50_A0A378QE95, UniRef:UniRef90_A0A378QE95
contig_1	cds	32075	32401	-	LGFKNI_035		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A378QCR7, UniRef:UniRef90_UPI000EE04B43
contig_1	cds	32849	33169	+	LGFKNI_036		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000EBA29AD, UniRef:UniRef90_UPI000EBA29AD
contig_1	cds	33286	34002	-	LGFKNI_037		hypothetical protein	RefSeq:WP_120649643.1, SO:0001217, UniParc:UPI000EA9BA73, UniRef:UniRef100_UPI000EA9BA73, UniRef:UniRef50_A0A378QCF7, UniRef:UniRef90_UPI000EA9BA73
contig_1	cds	34234	34524	+	LGFKNI_038		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000E35BE9D, UniRef:UniRef90_UPI0009C2B134
contig_1	cds	35296	35493	-	LGFKNI_039		hypothetical protein	RefSeq:WP_081570075.1, SO:0001217, UniParc:UPI0009C23F43, UniRef:UniRef100_UPI0009C23F43, UniRef:UniRef50_A0A378QCM3, UniRef:UniRef90_UPI0009C23F43
contig_1	cds	35604	35732	-	LGFKNI_040		hypothetical protein	
contig_1	cds	35799	36341	-	LGFKNI_041		antirestriction protein	SO:0001217, UniRef:UniRef50_A0A378QCC6, UniRef:UniRef90_UPI00128CB2DA
contig_1	cds	36582	36788	-	LGFKNI_042		hypothetical protein	RefSeq:WP_081570072.1, SO:0001217, UniParc:UPI0009C371D4, UniRef:UniRef100_UPI0009C371D4, UniRef:UniRef50_UPI0009C371D4, UniRef:UniRef90_UPI0009C371D4
contig_1	cds	37136	37510	-	LGFKNI_043		Tail protein	RefSeq:WP_081570071.1, SO:0001217, UniParc:UPI0009C3897B, UniRef:UniRef100_UPI0009C3897B, UniRef:UniRef50_A0A0R6PCL0, UniRef:UniRef90_UPI0009C3897B
contig_1	cds	37923	38096	-	LGFKNI_044		hypothetical protein	RefSeq:WP_156878899.1, SO:0001217, UniParc:UPI0012EC23D9, UniRef:UniRef100_UPI0012EC23D9, UniRef:UniRef50_A0A378QCT0, UniRef:UniRef90_UPI0012EC23D9
contig_1	cds	38149	39546	-	LGFKNI_045		replication initiation protein	SO:0001217, UniRef:UniRef50_A0A378QCB5, UniRef:UniRef90_UPI00128C8EEB
