# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	21226	21510	-	PFFDCG_028		hypothetical protein	RefSeq:WP_049365694.1, SO:0001217, UniParc:UPI00066D611D, UniRef:UniRef100_UPI00066D611D, UniRef:UniRef50_A0A1T0AXA2, UniRef:UniRef90_UPI0018A5E390
contig_1	cds	21885	22298	+	PFFDCG_029		Phage protein	SO:0001217, UniRef:UniRef50_A0A1B8PEV3
contig_1	cds	22500	22760	+	PFFDCG_030		hypothetical protein	
contig_1	cds	22904	23416	+	PFFDCG_031		DnaJ-like protein	RefSeq:WP_049365223.1, SO:0001217, UniParc:UPI00066BEAA6, UniRef:UniRef100_UPI00066BEAA6, UniRef:UniRef50_A0A1V3J056, UniRef:UniRef90_Q8VRB6
contig_1	cds	23622	23834	+	PFFDCG_032		hypothetical protein	RefSeq:WP_032827177.1, SO:0001217, UniParc:UPI0002D4AC73, UniRef:UniRef100_UPI0002D4AC73, UniRef:UniRef50_UPI000DD32F23, UniRef:UniRef90_UPI00110AEB76
contig_1	cds	23928	24248	-	PFFDCG_033		hypothetical protein	RefSeq:WP_005638137.1, SO:0001217, UniParc:UPI00021B3792, UniRef:UniRef100_UPI00021B3792, UniRef:UniRef50_Q8VRB7, UniRef:UniRef90_Q8VRB7
contig_1	cds	24251	24985	-	PFFDCG_034		hypothetical protein	RefSeq:WP_005638136.1, SO:0001217, UniParc:UPI00021B3791, UniRef:UniRef100_UPI00021B3791, UniRef:UniRef50_Q8VRB8, UniRef:UniRef90_Q8VRB8
contig_1	cds	25223	25975	-	PFFDCG_035		TraL(RP4)-like protein	RefSeq:WP_049365219.1, SO:0001217, UniParc:UPI00066BE821, UniRef:UniRef100_UPI00066BE821, UniRef:UniRef50_M1EVA3, UniRef:UniRef90_Q8VRB9
contig_1	cds	25978	26445	-	PFFDCG_036		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A9X4SJ54, UniRef:UniRef90_Q8VRC0
contig_1	cds	26848	27195	+	PFFDCG_037		putative relaxosome component	RefSeq:WP_005638131.1, SO:0001217, UniParc:UPI00000BC9D2, UniRef:UniRef100_Q8VRC1, UniRef:UniRef50_Q8VRC1, UniRef:UniRef90_Q8VRC1
contig_1	cds	27185	30913	+	PFFDCG_038		Large polyvalent protein-associated domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9X4PDX9
contig_1	cds	30929	31117	+	PFFDCG_039		Phage protein	SO:0001217, UniRef:UniRef50_A0A3S4XGE6, UniRef:UniRef90_A0A3S4XGE6
contig_1	cds	31166	31519	-	PFFDCG_040		Pemk-like protein	EC:3.1.-.-, KEGG:K18841, SO:0001217, UniRef:UniRef50_A0A447SQC0, UniRef:UniRef90_A0A448PZ80
contig_1	cds	31519	31797	-	PFFDCG_041	chpS	Antitoxin ChpS	SO:0001217, UniRef:UniRef50_G4A5W2, UniRef:UniRef90_A0A3S4ZFN3
contig_1	cds	31976	34228	-	PFFDCG_042		DNA topoisomerase	EC:5.6.2.1, KEGG:K03169, SO:0001217, UniRef:UniRef50_Q8VRC4, UniRef:UniRef90_Q8VRC4
contig_1	cds	34281	34349	-	PFFDCG_043		(5' truncated) hypothetical protein	
