# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	7462	7782	+	IBIFNB_011		RAQPRD family integrative conjugative element protein	RefSeq:WP_053007201.1, SO:0001217, UniParc:UPI00065A21A0, UniRef:UniRef100_A0A377IZH2, UniRef:UniRef50_A0A0A2ZZH9, UniRef:UniRef90_A0A369Z1Z2
contig_1	cds	7786	8031	+	IBIFNB_012		DUF3262 domain-containing protein	RefSeq:WP_005750915.1, SO:0001217, UniParc:UPI00027B1737, UniRef:UniRef100_A0A377J0R6, UniRef:UniRef50_A0A1V3KWH3, UniRef:UniRef90_A4N4V6
contig_1	cds	8051	8452	+	IBIFNB_013		Integrating conjugative element membrane protein, PFL_4702 family	RefSeq:WP_005653541.1, SO:0001217, UniParc:UPI00004036C3, UniRef:UniRef100_A0A377IYK9, UniRef:UniRef50_Q7VMN5, UniRef:UniRef90_A0A377IYK9
contig_1	cds	8472	8843	+	IBIFNB_014		Conjugative transfer region protein	RefSeq:WP_011271844.1, SO:0001217, UniParc:UPI000039AD64, UniRef:UniRef100_A0A377IYQ5, UniRef:UniRef50_Q7VMN6, UniRef:UniRef90_A0A377IYQ5
contig_1	cds	8855	9499	+	IBIFNB_015		PFL_4703 family integrating conjugative element protein	RefSeq:WP_047922049.1, SO:0001217, UniParc:UPI00064CBCED, UniRef:UniRef100_A0A377IYM0, UniRef:UniRef50_Q7VMN7, UniRef:UniRef90_A0A377IYM0
contig_1	cds	9499	10368	+	IBIFNB_016		Integrating conjugative element protein, PFL_4704 family	SO:0001217, UniRef:UniRef50_Q7VMN8, UniRef:UniRef90_A0A2X1RNF7
contig_1	cds	10379	11779	+	IBIFNB_017		Conj_TIGR03752: integrating conjugative element protein	SO:0001217, UniRef:UniRef50_Q7VMN9, UniRef:UniRef90_A0A5C6GZ50
contig_1	cds	11789	12196	+	IBIFNB_018		Conjugative transfer region lipoprotein	RefSeq:WP_011271848.1, SO:0001217, UniParc:UPI000039AD68, UniRef:UniRef100_A0A377IYM6, UniRef:UniRef50_A0A1V3J6D6, UniRef:UniRef90_A0A1B0WTP9
contig_1	cds	12212	15082	+	IBIFNB_019		conjugative transfer ATPase	GO:0005524, SO:0001217, UniRef:UniRef50_A0A380U2T4, UniRef:UniRef90_A4N4U7
contig_1	cds	15054	15497	+	IBIFNB_020		DUF5655 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A377IZ23, UniRef:UniRef90_A0A377IZ23
contig_1	cds	15507	15824	+	IBIFNB_021		Hemophilus-specific protein	SO:0001217, UniRef:UniRef50_A0A1V3IET7, UniRef:UniRef90_A0A377IZG3
contig_1	cds	15833	17326	+	IBIFNB_022	traG	TraG N-terminal Proteobacteria domain-containing protein	RefSeq:WP_112080962.1, SO:0001217, UniParc:UPI000DD4401C, UniRef:UniRef100_A0A2X1PLN0, UniRef:UniRef50_A0AAX3ISN8, UniRef:UniRef90_A0A1B0WPY2
contig_1	cds	17382	17711	-	IBIFNB_023		hypothetical protein	RefSeq:WP_005667844.1, SO:0001217, UniParc:UPI000039AD6D, UniRef:UniRef100_A0A377IYK1, UniRef:UniRef50_A0A377IYK1, UniRef:UniRef90_A0A377IYK1
contig_1	cds	17869	21003	-	IBIFNB_024	tnpA	Tn3-like element Tn3 family transposase	BlastRules:WP_032495017, COG:COG4644, COG:X, GO:0003677, GO:0004803, GO:0006313, SO:0001217, UniParc:UPI0001DDD872, UniRef:UniRef100_G1CCP5, UniRef:UniRef50_P03008, UniRef:UniRef90_P03008
contig_1	cds	21038	21595	+	IBIFNB_025	tnpR	Transposon Tn1331 resolvase	COG:COG1961, COG:L, GO:0000150, GO:0003677, GO:0015074, KEGG:K14060, RefSeq:WP_001235713.1, SO:0001217, UniParc:UPI00001A3763, UniRef:UniRef100_D9Z4Z5, UniRef:UniRef50_P21424, UniRef:UniRef90_P21424
contig_1	cds	21643	22503	+	IBIFNB_026	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	COG:COG2367, COG:V, EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, KEGG:K18698, NCBIProtein:WP_000027057.1, RefSeq:WP_000027057.1, SO:0001217, UniParc:UPI00000000E4, UniRef:UniRef100_P62593, UniRef:UniRef50_P62593, UniRef:UniRef90_P62593
contig_1	cds	22727	22906	+	IBIFNB_027		hypothetical protein	RefSeq:WP_005667851.1, SO:0001217, UniParc:UPI000039AD6E, UniRef:UniRef100_A0A377IYW4, UniRef:UniRef50_A0A377IYW4, UniRef:UniRef90_A0A377IYW4
contig_1	cds	22951	23358	-	IBIFNB_028		C-type lysozyme inhibitor domain-containing protein	RefSeq:WP_005667853.1, SO:0001217, UniParc:UPI000039AD6F, UniRef:UniRef100_A0A377IYL7, UniRef:UniRef50_A0A1V3JSP2, UniRef:UniRef90_A0A377IYL7
contig_1	cds	23374	25374	-	IBIFNB_029		integrating conjugative element protein	RefSeq:WP_005687597.1, SO:0001217, UniParc:UPI000039AD70, UniRef:UniRef100_A0A377J0F0, UniRef:UniRef50_A0A1V3J6G1, UniRef:UniRef90_A0A377J0F0
contig_1	cds	25389	26330	-	IBIFNB_030		Exported protein	RefSeq:WP_005687598.1, SO:0001217, UniParc:UPI000039AD71, UniRef:UniRef100_A0A1B0WR00, UniRef:UniRef50_A7TUJ3, UniRef:UniRef90_A0A377IZ14
contig_1	cds	26327	26764	-	IBIFNB_031		Integrating conjugative element protein, PFL_4709 family	RefSeq:WP_005687600.1, SO:0001217, UniParc:UPI00004036CC, UniRef:UniRef100_A0A377IZF4, UniRef:UniRef50_A0A377IZF4, UniRef:UniRef90_A0A377IZF4
contig_1	cds	27145	27501	+	IBIFNB_032		hypothetical protein	RefSeq:WP_005653504.1, SO:0001217, UniParc:UPI00014FB48F, UniRef:UniRef100_A0A377J0Q1, UniRef:UniRef50_Q7VMQ4, UniRef:UniRef90_A0A377J0Q1
contig_1	cds	27586	27819	+	IBIFNB_033		Hemophilus-specific protein	RefSeq:WP_005653503.1, SO:0001217, UniParc:UPI000039AD74, UniRef:UniRef100_A0A377IYJ6, UniRef:UniRef50_A0A1V3IES7, UniRef:UniRef90_A0A377IYJ6
contig_1	cds	27822	28070	+	IBIFNB_034		hypothetical protein	RefSeq:WP_005687602.1, SO:0001217, UniParc:UPI000039AD75, UniRef:UniRef100_A0A377IYN8, UniRef:UniRef50_A0A377IYN8, UniRef:UniRef90_A0A377IYN8
contig_1	cds	28074	28232	+	IBIFNB_035		hypothetical protein	RefSeq:WP_005687605.1, SO:0001217, UniParc:UPI000053E025, UniRef:UniRef100_A0A377IYK2, UniRef:UniRef50_A0A377IYK2, UniRef:UniRef90_A0A377IYK2
contig_1	cds	28361	29314	+	IBIFNB_036		Antirestriction protein	SO:0001217, UniRef:UniRef50_A0A377IYT5, UniRef:UniRef90_A0A377IYT5
contig_1	cds	29418	30179	+	IBIFNB_037		site-specific DNA-methyltransferase (adenine-specific)	RefSeq:WP_020910027.1, SO:0001217, UniParc:UPI000039AD78, UniRef:UniRef100_A0A1B0WRG0, UniRef:UniRef50_A0A377IYV4, UniRef:UniRef90_A0A377IYV4
contig_1	cds	30781	31371	-	IBIFNB_038		E14 prophage site-specific DNA recombinase	KEGG:K14060, RefSeq:WP_020910025.1, SO:0001217, UniParc:UPI000039AD7A, UniRef:UniRef100_A0A1B0WPH7, UniRef:UniRef50_A0A448PZD2, UniRef:UniRef90_A0A377IYI7
contig_1	cds	31386	31622	-	IBIFNB_039		hypothetical protein	SO:0001217, UniParc:UPI0011C013EB, UniRef:UniRef100_A0A5B8RJQ2, UniRef:UniRef50_A0A377IYM2, UniRef:UniRef90_A0A377IYM2
contig_1	cds	31797	32111	+	IBIFNB_040		hypothetical protein	RefSeq:WP_227410794.1, SO:0001217, UniParc:UPI000D411AA7, UniRef:UniRef100_A0A5B8RLZ3, UniRef:UniRef50_A0AB37BAT7, UniRef:UniRef90_A0A5B8RLZ3
contig_1	cds	32183	33196	-	IBIFNB_041		nucleotidyl transferase AbiEii/AbiGii toxin family protein	RefSeq:WP_080317074.1, SO:0001217, UniParc:UPI0009B20103, UniRef:UniRef100_UPI0009B20103, UniRef:UniRef50_A0A263HFH3, UniRef:UniRef90_A0A5C6GZD3
contig_1	cds	33180	33800	-	IBIFNB_042		DUF6088 domain-containing protein	RefSeq:WP_042599692.1, SO:0001217, UniParc:UPI0005AED921, UniRef:UniRef100_A0A5C6GZE7, UniRef:UniRef50_A0A077P6C5, UniRef:UniRef90_A0A5C6GZE7
contig_1	cds	34109	36016	+	IBIFNB_043	mobH	MobH family relaxase	KEGG:K12070, SO:0001217, UniRef:UniRef50_A7TUI7, UniRef:UniRef90_A4N4Q2
contig_1	cds	36107	36919	+	IBIFNB_044		Site-specific recombinase	RefSeq:WP_080317073.1, SO:0001217, UniParc:UPI0005B6FBC3, UniRef:UniRef100_A0A5C6GZS8, UniRef:UniRef50_Q4QP98, UniRef:UniRef90_Q6A247
contig_1	cds	36914	37690	-	IBIFNB_045		HNH endonuclease	RefSeq:WP_042599689.1, SO:0001217, UniParc:UPI0005AEFC9A, UniRef:UniRef100_A0A5C6GZ03, UniRef:UniRef50_A0A5C6GZ03, UniRef:UniRef90_A0A5C6GZ03
contig_1	tRNA	37940	38070	+	IBIFNB_046	trnL	tRNA-Leu(taa)	SO:0000264
contig_1	cds	38146	38982	+	IBIFNB_047		Atpase involved in chromosome partitioning	RefSeq:WP_011271825.1, SO:0001217, UniParc:UPI000039AD48, UniRef:UniRef100_A0A377IYY5, UniRef:UniRef50_A0A377IYY5, UniRef:UniRef90_A0A377IYY5
contig_1	cds	38984	40339	+	IBIFNB_048	dnaB	replicative DNA helicase	EC:5.6.2.3, GO:0003677, GO:0003678, GO:0005524, GO:0006260, KEGG:K02314, RefSeq:WP_012564920.1, SO:0001217, UniParc:UPI00004036AE, UniRef:UniRef100_A0A1B0WRG2, UniRef:UniRef50_I3DDD5, UniRef:UniRef90_A0A377IYZ7
contig_1	cds	40332	42020	+	IBIFNB_049		ParB/Sulfiredoxin domain-containing protein	KEGG:K03497, RefSeq:WP_012564921.1, SO:0001217, UniParc:UPI00004036AF, UniRef:UniRef100_A0A1B0WP03, UniRef:UniRef50_Q0I4N5, UniRef:UniRef90_A4N4Y0
contig_1	cds	42020	42571	+	IBIFNB_050		DUF2857 domain-containing protein	RefSeq:WP_005653590.1, SO:0001217, UniParc:UPI000039AD4B, UniRef:UniRef100_A0A377J0I4, UniRef:UniRef50_Q7VMK6, UniRef:UniRef90_A0A1B0WPC7
contig_1	cds	42721	43944	+	IBIFNB_051		STY4528 family pathogenicity island replication protein	RefSeq:WP_012564922.1, SO:0001217, UniParc:UPI00004036B0, UniRef:UniRef100_A0A1B0WSX9, UniRef:UniRef50_A0A9Q7E7U6, UniRef:UniRef90_A0A377IZ48
contig_1	cds	44169	44924	+	IBIFNB_052		PFL_4669 family integrating conjugative element protein	RefSeq:WP_005667775.1, SO:0001217, UniParc:UPI000039AD4E, UniRef:UniRef100_A0A377J0T6, UniRef:UniRef50_A7TUJ7, UniRef:UniRef90_A4N4X7
contig_1	cds	44939	45412	+	IBIFNB_053		DUF3158 domain-containing protein	RefSeq:WP_005653583.1, SO:0001217, UniParc:UPI00014FB5A7, UniRef:UniRef100_A0A377IYM5, UniRef:UniRef50_A0A1V3IF00, UniRef:UniRef90_A0A377IYM5
contig_1	cds	45659	46081	+	IBIFNB_054		Single-stranded DNA-binding protein	RefSeq:WP_050951544.1, SO:0001217, UniParc:UPI000682C513, UniRef:UniRef100_A0A1B0WPD3, UniRef:UniRef50_I3DDC4, UniRef:UniRef90_A0A377IYS1
contig_1	cds	46108	46626	+	IBIFNB_055	virB7	Type IV secretion system putative lipoprotein virB7	RefSeq:WP_047922027.1, SO:0001217, UniParc:UPI00064CD3BA, UniRef:UniRef100_A0A9N8NAJ2, UniRef:UniRef50_A0A2X1PJI6, UniRef:UniRef90_A0A2X1PJI6
contig_1	cds	46842	47399	-	IBIFNB_056		hypothetical protein	PFAM:PF22162.2, RefSeq:WP_012564925.1, SO:0001217, UniParc:UPI00004036B3, UniRef:UniRef100_A0A1B0WRI7, UniRef:UniRef50_A0A377IYX8, UniRef:UniRef90_A0A377IYX8
contig_1	cds	47490	49535	+	IBIFNB_057		DNA topoisomerase	EC:5.6.2.1, KEGG:K03169, RefSeq:WP_012564926.1, SO:0001217, UniParc:UPI00004036B4, UniRef:UniRef100_A0A1B0WNZ9, UniRef:UniRef50_A0A377IYY7, UniRef:UniRef90_A0A377IYY7
contig_1	cds	50420	50848	+	IBIFNB_058		STY4534 family ICE replication protein	RefSeq:WP_011271832.1, SO:0001217, UniParc:UPI000039AD54, UniRef:UniRef100_A0A377IYP1, UniRef:UniRef50_U1GZJ6, UniRef:UniRef90_A0A5B8RJB8
contig_1	cds	50963	51604	+	IBIFNB_059		DUF3560 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I1NSW5, UniRef:UniRef90_A0A9N8NA31
contig_1	cds	51743	52213	+	IBIFNB_060		DNA repair protein	KEGG:K03630, RefSeq:WP_012564928.1, SO:0001217, UniParc:UPI00004036B6, UniRef:UniRef100_A0A1B0WR25, UniRef:UniRef50_A0A1B0WR25, UniRef:UniRef90_A0A1B0WR25
contig_1	cds	52306	52785	+	IBIFNB_061		hypothetical protein	RefSeq:WP_223877903.1, SO:0001217, UniParc:UPI001CC73EB6, UniRef:UniRef100_UPI000E57E313, UniRef:UniRef50_A0A9N8NAJ0, UniRef:UniRef90_A0A9N8NAJ0
contig_1	ncRNA	52663	52732	-	IBIFNB_062	RNA-OUT	RNA-OUT	RFAM:RF00240, SO:0000655
contig_2	cds	229	549	+	IBIFNB_063	hmoA	Antibiotic biosynthesis monooxygenase	COG:COG2329, COG:H, RefSeq:WP_000562370.1, SO:0001217, UniParc:UPI00000DA0D3, UniRef:UniRef100_Q1A2K8, UniRef:UniRef50_Q1A2K8, UniRef:UniRef90_Q1A2K8
contig_2	cds	542	928	+	IBIFNB_064	aCTx2	ACT domain-containing protein	COG:COG4747, COG:R, RefSeq:WP_000460651.1, SO:0001217, UniParc:UPI00000D139B, UniRef:UniRef100_B1VCF2, UniRef:UniRef50_K8AJ79, UniRef:UniRef90_B1VCF2
contig_2	cds	999	1622	+	IBIFNB_065	arsR	Transcriptional regulator	COG:COG0640, COG:K, RefSeq:WP_001280391.1, SO:0001217, UniParc:UPI00017617C0, UniRef:UniRef100_Q1A2K6, UniRef:UniRef50_Q1A2K6, UniRef:UniRef90_Q1A2K6
contig_2	cds	1600	2223	-	IBIFNB_066	tetR(B)	tetracycline resistance transcriptional repressor TetR(B)	BlastRules:WP_000088605, COG:COG1309, COG:K, GO:0000976, GO:0003700, GO:0045892, GO:0046677, GO:0046872, KEGG:K18476, RefSeq:WP_000088605.1, SO:0001217, UniParc:UPI0000000D97, UniRef:UniRef100_P04483, UniRef:UniRef50_P0ACT4, UniRef:UniRef90_P04483
contig_2	cds	2305	3510	+	IBIFNB_067	tet(B)	tetracycline efflux MFS transporter Tet(B)	COG:COG2814, COG:G, GO:0005886, GO:0008493, GO:0015297, GO:0015904, GO:0016020, GO:0022857, GO:0046677, GO:0055085, KEGG:K08151, NCBIProtein:WP_001089072.1, RefSeq:WP_001089072.1, SO:0001217, UniParc:UPI0000000805, UniRef:UniRef100_P02980, UniRef:UniRef50_P02980, UniRef:UniRef90_P02980
contig_2	cds	3623	4291	-	IBIFNB_068	tetC	tetracyline resistance-associated transcriptional repressor TetC	COG:COG1309, COG:K, GO:0003677, SO:0001217, UniParc:UPI00000B7027, UniRef:UniRef100_Q6QR70, UniRef:UniRef50_P28815, UniRef:UniRef90_P28815
contig_2	cds	4304	4720	+	IBIFNB_069	tetD	Transposon Tn10 TetD protein	COG:COG2207, COG:K, GO:0003700, GO:0043565, RefSeq:WP_000275180.1, SO:0001217, UniParc:UPI00000BEFBF, UniRef:UniRef100_Q6QR69, UniRef:UniRef50_P28816, UniRef:UniRef90_P28816
contig_3	cds	607	1248	-	IBIFNB_070	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	COG:COG4845, COG:V, EC:2.3.1.28, GO:0008811, GO:0046677, KEGG:K19271, NCBIProtein:WP_011751353.1, RefSeq:WP_011751353.1, SO:0001217, UniParc:UPI0000055EA0, UniRef:UniRef100_Q8RQP2, UniRef:UniRef50_P00484, UniRef:UniRef90_P22615
contig_3	cds	1411	2358	-	IBIFNB_071	tnp	IS30 family ISAeca1 transposase	COG:COG2826, COG:X, GO:0004803, IS:ISAeca1, RefSeq:WP_012564931.1, SO:0001217, UniParc:UPI00002555E1, UniRef:UniRef100_A0A729RVT0, UniRef:UniRef50_A0A432W514, UniRef:UniRef90_A0A6M4YFY5
contig_4	cds	156	1088	-	IBIFNB_072	tnp	IS5 family ISKpn13 transposase	COG:COG3039, COG:X, GO:0004803, IS:ISKpn13, RefSeq:WP_004235553.1, SO:0001217, UniParc:UPI00004036B9, UniRef:UniRef100_A0A2P9E4A7, UniRef:UniRef50_A0A6S4T5S8, UniRef:UniRef90_A0A2P9E4A7
