36773_2#71	AF100	4	29684	0.4287158064950815	d9a74b7ab1abe1824724dd1aa55e2426	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.028588	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36773_2#78	AF100	4	56983	0.4046469999824509	0085417c10a533220c413e5ae5c09043	rep_cluster_304	001612__AJ627386	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0163866	Haemophilus influenzae	AF100	AP013	genus	Haemophilus	genus	Haemophilus	-	-	-
36773_2#97	AB621	1	4613	0.4144808150877954	5d877b78062544c71b173be15c9ac244	-	-	MOBF,MOBP	NC_019255_00001,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.000215742	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36773_2#99	AB621	1	4613	0.4144808150877954	8e7fd7f2ba42ab170609da3865702e50	-	-	MOBF,MOBP	NC_019255_00001,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.000191626	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36774_1#100	AB946	1	5048	0.38827258320126784	9e769e8ed0bfc7951516fb3b4783ea5d	rep_cluster_1046	000290__NC_019186_00001	MOBV	NC_019185_00004	-	-	-	-	mobilizable	JQ783056	0.000557238	Haemophilus influenzae	AB946	AK929	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#105	AB621	1	4613	0.4144808150877954	8913bf4f8c123e38edb9a89940271689	-	-	MOBF,MOBP	NC_019255_00001,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.000264084	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36774_1#107	AF100	5	30677	0.4296052417120318	dc43c01261ec50e87998b7ab6d7231ad	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#110	AB621	1	4613	0.4144808150877954	cf101d91b569099f7a36d90d5c89c58f	-	-	MOBF,MOBP	NC_019255_00001,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.0	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36774_1#116	AF100	7	65932	0.4133956197294182	760d3b40ee168381dcdd46327e759c97	IncQ1,rep_cluster_304	000195__NC_013728_00014,001612__AJ627386	MOBH	NC_011409_00070	MPF_G	NC_011409_00056	-	-	conjugative	NC_011409	0.00811798	Haemophilus influenzae	AF100	AP013	phylum	Pseudomonadota	phylum	Pseudomonadota	phylum	Pseudomonadota	2653965; 25389419; 20851899
36774_1#128	AF100	3	30671	0.429330638062013	17935c3c2549db7bd4a6bdb5637d8d39	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.028588	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#133	AF100	4	57071	0.40449615391354626	dbf26acfce5bfc2cd0bb15c73faa396f	rep_cluster_304	001612__AJ627386	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0165552	Haemophilus influenzae	AF100	AP013	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#134	AF098	2	7324	0.4064718732932824	a42da2934c952cf77cef0d6b87808c2a	-	-	-	-	-	-	-	-	non-mobilizable	KM189195	0.0222766	Vibrio parahaemolyticus	AF098	AP011	genus	Vibrio	genus	Vibrio	-	-	-
36774_1#139	AF100	6	52638	0.4242182453740644	594e5a3ac21b3f17e1689fbd07453367	IncQ1	000195__NC_013728_00014	MOBH	NC_011409_00070	MPF_G	NC_011409_00056	-	-	conjugative	NC_011409	0.015347	Haemophilus influenzae	AF100	AP013	phylum	Pseudomonadota	phylum	Pseudomonadota	phylum	Pseudomonadota	2653965; 25389419; 20851899
36774_1#141	AF100	5	30677	0.4296052417120318	621e70e3797dbeca581811fa2b176928	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#155	AF100	5	30677	0.42940965544218795	d6ea9ecbf14745265cbb2b3e310b0e27	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0276889	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#158	AF100	4	29684	0.4286821183128958	495188d1610faadbf48825b03746f07a	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.028588	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#179	AB621	1	4613	0.4144808150877954	7207da125cfe09e11acfa02aafabc1e2	-	-	MOBF,MOBP,MOBP	NC_019255_00001,NC_019214_00002,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.000167546	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36774_1#193	AF100	2	23680	0.43386824324324325	aef66405e4ea27b79a43e502e4b8189c	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0378117	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#196	AF100	4	29684	0.4287158064950815	0068d59586bbdf3472a73d7ff62b75bc	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.028588	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#207	AF100	5	30677	0.4295726440003912	87ce406cb8eb62ac18ca8703c652e902	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#214	AB946	1	5048	0.38827258320126784	9e769e8ed0bfc7951516fb3b4783ea5d	rep_cluster_1046	000290__NC_019186_00001	MOBV	NC_019185_00004	-	-	-	-	mobilizable	JQ783056	0.000557238	Haemophilus influenzae	AB946	AK929	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#222	AF100	3	25041	0.436963380056707	e63adc85e4b2d101c6aad4f8f033ec1a	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0353885	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#224	AF100	5	30677	0.42973563255859437	cee354446ac9d98b17fe858cfa288c2c	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#237	AF100	4	29684	0.4287158064950815	408d25c674a4e0015f71bc96316cde40	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.028588	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#264	AF100	5	30547	0.4295020787638721	b94fc22928e8bd56a5c1750eb00490ed	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#266	AF100	1	56176	0.4007583309598405	36368b5e06b9c1c6bafdb68a9bd8c953	rep_cluster_304	001612__AJ627386	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0208822	Haemophilus influenzae	AF100	AP013	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#279	AF100	3	35563	0.3872845373000028	4c2dbf0ec7be069164bc3b0823a632c1	rep_cluster_304	001612__AJ627386	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0304804	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#279	novel_e914484fa6adbecb8a8c8a21bda20586	1	3465	0.3411255411255411	e914484fa6adbecb8a8c8a21bda20586	rep_cluster_1046	000290__NC_019186_00001	-	-	-	-	-	-	non-mobilizable	NC_019181	0.0816138	Haemophilus influenzae	novel_e914484fa6adbecb8a8c8a21bda20586	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#317	AF100	4	29684	0.4287158064950815	8cd6adedbc80a7858210398851d88d06	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.028588	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#321	AF100	5	30677	0.4296052417120318	0e387365f11f93781799ef1b60caee81	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#340	AF100	4	29684	0.4286821183128958	64e8036cd2fe3d4cffe2b779b23ca0cb	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0287714	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#341	AF100	5	30677	0.4296052417120318	939bb712a9b91698deb887061418ae6c	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#342	AF100	3	35564	0.3872736475087167	c7722fbe85c5281a8656b68438fcbda3	rep_cluster_304	001612__AJ627386	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0304804	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#342	novel_9b4919678e1694cf9ad485cd589cbe51	1	3465	0.3411255411255411	9b4919678e1694cf9ad485cd589cbe51	rep_cluster_1046	000290__NC_019186_00001	-	-	-	-	-	-	non-mobilizable	NC_019181	0.0843302	Haemophilus influenzae	novel_9b4919678e1694cf9ad485cd589cbe51	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#343	AF100	3	25041	0.436963380056707	fc8a651f71625328663a0399c67132c3	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0353885	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#355	AF100	4	29684	0.4287158064950815	d9a74b7ab1abe1824724dd1aa55e2426	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.028588	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#368	AF100	5	30677	0.4296052417120318	dc43c01261ec50e87998b7ab6d7231ad	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#36	AB946	1	5047	0.3879532395482465	1d4dab8002728b7093037284a40b5016	rep_cluster_1046	000290__NC_019186_00001	MOBV	NC_019185_00004	-	-	-	-	mobilizable	JQ783056	0.000631368	Haemophilus influenzae	AB946	AK929	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#371	AF100	5	30677	0.4296052417120318	d616223bfc846cc1fff860289fb313c4	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#379	AF100	4	57120	0.4043417366946779	023b22e56449a6f0988df88c4860762b	rep_cluster_304	001612__AJ627386	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0165552	Haemophilus influenzae	AF100	AP013	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#40	AB946	1	5047	0.38815137705567665	db0f00b48bfab787802c7f96c44ce2d0	rep_cluster_1046	000290__NC_019186_00001	MOBV	NC_019185_00004	-	-	-	-	mobilizable	JQ783056	0.000385581	Haemophilus influenzae	AB946	AK929	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#56	AC497	1	32432	0.3339911198815984	41cffa239dda3b72b2fadbbed97b1553	rep_cluster_1098	000352__GQ866234_00003	-	-	-	-	-	-	non-mobilizable	GQ866234	0.0299949	Aggregatibacter actinomycetemcomitans D11S-1	AC497	-	genus	Aggregatibacter	genus	Aggregatibacter	-	-	-
36774_1#71	AF100	5	30677	0.4296052417120318	042ab8aaa1b6ac7ceca67da01a9aa845	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_1#8	AF100	4	29684	0.4286821183128958	8d4917d7f1ae4a0c1d87f75a361725cc	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0286795	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#104	AF100	4	29684	0.4287158064950815	d9a74b7ab1abe1824724dd1aa55e2426	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.028588	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#116	AF100	4	29681	0.4287591388430309	5e2416cb5bd7c0fa71a76df19197e071	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0286795	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#128	AF100	6	52638	0.4242182453740644	4f946fdf971b8d7a1f5f19663d1c779a	IncQ1	000195__NC_013728_00014	MOBH	NC_011409_00070	MPF_G	NC_011409_00056	-	-	conjugative	NC_011409	0.015347	Haemophilus influenzae	AF100	AP013	phylum	Pseudomonadota	phylum	Pseudomonadota	phylum	Pseudomonadota	2653965; 25389419; 20851899
36774_2#150	AF098	2	12520	0.4350638977635783	38e7630b8b653dcd5f97a14b6c78a379	-	-	-	-	-	-	-	-	non-mobilizable	KM189195	0.0379382	Vibrio parahaemolyticus	AF098	-	genus	Vibrio	genus	Vibrio	-	-	-
36774_2#152	AF100	1	56176	0.4007583309598405	94dbe4d67f3de9818c0407b92634c642	rep_cluster_304	001612__AJ627386	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0208822	Haemophilus influenzae	AF100	AP013	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#155	AF100	4	29588	0.42868730566445856	1a05f36cc6139e3356812c6c5cdc98f0	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0290489	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#163	AB621	1	4613	0.4144808150877954	f4bdf34075e5921582ac0728232b5016	-	-	MOBF,MOBP	NC_019255_00001,NC_012216_00002	-	-	-	-	mobilizable	NC_014813	0.00028831	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36774_2#174	AB946	1	5047	0.3879532395482465	1d4dab8002728b7093037284a40b5016	rep_cluster_1046	000290__NC_019186_00001	MOBV	NC_019185_00004	-	-	-	-	mobilizable	JQ783056	0.000631368	Haemophilus influenzae	AB946	AK929	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#175	AF100	5	30677	0.4296052417120318	5d92ced6edbaa4adac42fbff91941dea	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#205	AB621	1	4613	0.4144808150877954	2d6340928cd2672a0071d7c9cd566874	-	-	MOBF,MOBP	NC_019255_00001,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.000239895	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36774_2#20	novel_d33ee37eefe86ec798ae4759eca0dfec	1	33890	0.367984656240779	d33ee37eefe86ec798ae4759eca0dfec	rep_cluster_974	002458__NC_007206_00012	MOBP	NC_004058_00030	MPF_T	NC_004058_00024	-	-	conjugative	NC_004058	0.0552118	Haemophilus influenzae biotype aegyptius	novel_d33ee37eefe86ec798ae4759eca0dfec	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#219	AF100	2	23680	0.43386824324324325	aef66405e4ea27b79a43e502e4b8189c	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0378117	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#21	AB621	1	4613	0.4144808150877954	4dd39a725c3d4d8783518e88417a614b	-	-	MOBF,MOBP	NC_019255_00001,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.000264084	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36774_2#221	AF100	3	35564	0.3872736475087167	353f7c11a2e8bc079a868320eaa0cfea	rep_cluster_304	001612__AJ627386	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0304804	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#221	novel_a393a45de1d5da1f97e295df4fa6e928	1	3465	0.3411255411255411	a393a45de1d5da1f97e295df4fa6e928	rep_cluster_1046	000290__NC_019186_00001	-	-	-	-	-	-	non-mobilizable	NC_019181	0.0816138	Haemophilus influenzae	novel_a393a45de1d5da1f97e295df4fa6e928	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#229	AF100	5	30677	0.4296052417120318	274a2c6d1bec7e298b9b85cec5b9541c	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0281347	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#232	AB621	1	4613	0.4144808150877954	10526a2e7ce3c005667f056fb5a0581b	-	-	MOBF,MOBP	NC_019255_00001,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.000385581	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
36774_2#244	AF100	4	61299	0.3921923685541363	3f57949f56709f724168630bce6de2f9	rep_cluster_304	001612__AJ627386	MOBH	NC_011409_00070	MPF_G	NC_011409_00056	-	-	conjugative	NC_011409	0.00789262	Haemophilus influenzae	AF100	AP013	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#245	AF100	4	29739	0.4287635764484347	c2be5684dcc57edc9a86f80514a34eae	-	-	-	-	-	-	-	-	non-mobilizable	NC_011409	0.0286795	Haemophilus influenzae	AF100	-	genus	Haemophilus	genus	Haemophilus	-	-	-
36774_2#24	AB621	1	4613	0.4144808150877954	339152965152082e209c7c2e361735a8	-	-	MOBF,MOBP	NC_019255_00001,NC_010069_00004	-	-	-	-	mobilizable	NC_014813	0.00028831	Haemophilus influenzae	AB621	AK475	family	Pasteurellaceae	family	Pasteurellaceae	-	-	-
