Taxon,Cluster
SAMEA4622060_fa,1
46321_1#313_fa,1
46472_2#115_fa,1
46472_2#181_fa,1
46321_1#123_fa,1
SAMEA4621691_fa,1
46358_2#68_fa,1
SAMEA4620281_fa,1
SAMEA4620586_fa,1
47195_1#149_fa,1
47195_1#191_fa,1
46321_2#73_fa,1
46321_2#318_fa,1
46736_1#224_fa,1
47195_1#51_fa,1
46472_2#348_fa,1
SAMEA4620514_fa,1
SAMEA5130868_fa,1
46736_1#237_fa,1
47195_1#266_fa,1
46736_1#158_fa,1
SAMEA4622572_fa,1
46321_1#64_fa,1
46358_2#13_fa,1
SAMEA4622158_fa,1
SAMEA4620306_fa,1
SAMEA4622120_fa,1
46472_2#56_fa,1
46736_1#252_fa,1
SAMEA4620737_fa,1
46736_1#125_fa,1
SAMEA4621120_fa,1
SAMEA4620426_fa,1
SAMEA4620733_fa,1
SAMEA4621568_fa,1
47195_1#267_fa,1
SAMEA4622151_fa,1
SAMEA4620541_fa,1
SAMEA5130812_fa,1
SAMEA4620848_fa,1
SAMEA4621522_fa,1
SAMEA4620365_fa,1
SAMEA4620424_fa,1
SAMEA4622512_fa,1
SAMEA4623000_fa,1
46321_1#382_fa,1
SAMEA4621264_fa,1
46472_2#118_fa,1
SAMEA4621056_fa,1
46321_2#10_fa,1
SAMEA4622059_fa,1
46736_1#279_fa,1
46321_2#4_fa,1
SAMEA4622591_fa,1
46736_1#259_fa,1
SAMEA4620288_fa,1
46321_2#1_fa,1
SAMEA4621337_fa,1
SAMEA4621512_fa,1
SAMEA4622646_fa,1
SAMEA4621841_fa,1
SAMEA4621528_fa,1
46321_2#75_fa,1
46358_2#135_fa,1
SAMEA4622142_fa,1
SAMEA4620922_fa,1
SAMEA4621663_fa,1
46321_2#8_fa,1
46321_2#171_fa,1
SAMEA4620725_fa,1
SAMEA4622422_fa,1
SAMEA4620662_fa,1
46736_1#17_fa,1
47195_1#335_fa,1
46358_2#367_fa,1
47195_1#49_fa,1
SAMEA4621683_fa,1
SAMEA4620403_fa,1
46321_2#276_fa,1
SAMEA4621818_fa,1
46321_2#269_fa,1
SAMEA4621128_fa,1
SAMEA4621198_fa,1
47195_1#310_fa,1
SAMEA4621795_fa,1
SAMEA4620422_fa,1
SAMEA4620479_fa,1
SAMEA4621134_fa,1
SAMEA4622338_fa,1
46321_1#286_fa,1
46872_1#47_fa,1
46321_2#227_fa,1
SAMEA4620579_fa,1
46321_2#322_fa,1
46321_1#253_fa,1
SAMEA4622429_fa,1
SAMEA4622365_fa,1
SAMEA4621430_fa,1
SAMEA4621309_fa,1
47195_1#203_fa,1
SAMEA5130804_fa,1
SAMEA4620785_fa,1
SAMEA4621319_fa,1
SAMEA4621310_fa,1
SAMEA4620420_fa,1
46321_1#159_fa,1
SAMEA4622103_fa,1
SAMEA4621051_fa,1
46358_2#167_fa,1
SAMEA4622316_fa,1
SAMEA4620732_fa,1
SAMEA4622530_fa,1
SAMEA4621439_fa,1
SAMEA4620377_fa,1
SAMEA4620307_fa,1
46321_2#178_fa,1
47195_1#113_fa,1
46472_2#189_fa,1
SAMEA4621923_fa,1
SAMEA4621359_fa,1
SAMEA4621901_fa,1
SAMEA4620866_fa,1
SAMEA4621279_fa,1
46321_2#71_fa,1
47195_1#99_fa,1
SAMEA4621619_fa,1
SAMEA4621698_fa,1
SAMEA4621335_fa,1
SAMEA4621371_fa,1
SAMEA4621716_fa,1
SAMEA5130796_fa,1
46321_1#27_fa,1
SAMEA4622126_fa,1
SAMEA4622510_fa,1
SAMEA4620346_fa,1
SAMEA4620380_fa,1
SAMEA4620515_fa,1
SAMEA4622839_fa,1
47195_1#139_fa,1
SAMEA4620357_fa,1
SAMEA4621440_fa,1
46321_2#34_fa,1
SAMEA4621776_fa,1
46358_2#331_fa,1
SAMEA4622432_fa,1
47195_1#258_fa,1
SAMEA4621856_fa,1
46358_2#207_fa,1
SAMEA4621360_fa,1
46358_2#175_fa,1
47195_1#300_fa,1
SAMEA4620323_fa,1
SAMEA4620654_fa,1
SAMEA4622088_fa,1
46872_1#135_fa,1
SAMEA4622090_fa,1
SAMEA4622710_fa,1
SAMEA4620303_fa,1
SAMEA4622482_fa,1
SAMEA4621267_fa,1
46321_2#256_fa,1
SAMEA4621521_fa,1
46472_2#246_fa,1
46321_2#301_fa,1
SAMEA4622458_fa,1
46736_1#93_fa,1
SAMEA4621266_fa,1
SAMEA4620370_fa,1
SAMEA4620440_fa,1
SAMEA4620919_fa,1
46736_1#278_fa,1
46321_1#156_fa,1
SAMEA4622033_fa,1
SAMEA4622752_fa,1
SAMEA4622531_fa,1
46321_1#55_fa,1
SAMEA4621202_fa,1
SAMEA4622334_fa,1
47195_1#29_fa,1
SAMEA5130871_fa,1
SAMEA5130791_fa,1
46736_1#118_fa,1
46872_1#43_fa,1
SAMEA4620472_fa,1
SAMEA4621880_fa,1
SAMEA4620462_fa,1
SAMEA4621864_fa,1
SAMEA4621782_fa,1
47195_1#159_fa,1
47195_1#336_fa,1
SAMEA4621754_fa,1
SAMEA4622845_fa,1
SAMEA4622227_fa,1
47195_1#289_fa,1
46321_2#279_fa,1
SAMEA4622559_fa,1
46321_1#349_fa,1
46321_1#145_fa,1
SAMEA4620292_fa,1
SAMEA4620716_fa,1
SAMEA4621810_fa,1
46736_1#177_fa,1
46872_1#5_fa,1
SAMEA4621457_fa,1
46321_2#241_fa,1
SAMEA4622130_fa,1
SAMEA4622200_fa,1
SAMEA4622413_fa,1
SAMEA4620510_fa,1
SAMEA4622493_fa,1
46736_1#274_fa,1
46736_1#191_fa,1
SAMEA4621657_fa,1
SAMEA4621752_fa,1
SAMEA5130749_fa,1
SAMEA4620658_fa,1
SAMEA4621322_fa,1
46736_1#25_fa,1
46736_1#64_fa,1
SAMEA4622135_fa,1
46358_2#282_fa,1
46321_1#246_fa,1
SAMEA5130843_fa,1
46321_2#149_fa,1
46321_2#17_fa,1
SAMEA4620990_fa,1
46321_2#265_fa,1
46321_1#24_fa,1
47195_1#282_fa,1
SAMEA4622884_fa,1
46321_2#377_fa,1
46321_1#330_fa,1
SAMEA4621270_fa,1
SAMEA4621314_fa,1
SAMEA4622080_fa,1
SAMEA4620721_fa,1
46321_1#147_fa,1
SAMEA5130783_fa,1
46736_1#239_fa,1
46321_2#131_fa,1
46472_2#212_fa,1
SAMEA4620912_fa,1
SAMEA4621049_fa,1
46321_2#337_fa,1
SAMEA4620715_fa,1
SAMEA4620481_fa,1
SAMEA4621502_fa,1
46321_2#369_fa,1
SAMEA4620438_fa,1
46321_2#135_fa,1
47195_1#174_fa,1
47195_1#231_fa,1
SAMEA4621193_fa,1
46358_2#308_fa,1
SAMEA4621755_fa,1
SAMEA4621791_fa,1
SAMEA4622067_fa,1
SAMEA4622287_fa,1
46321_1#304_fa,1
SAMEA4622140_fa,1
SAMEA4620985_fa,1
SAMEA4620421_fa,1
SAMEA5130760_fa,1
SAMEA4622635_fa,1
SAMEA4622779_fa,1
SAMEA4621569_fa,1
47195_1#325_fa,1
47195_1#200_fa,1
SAMEA4621055_fa,1
SAMEA4620672_fa,1
46358_2#137_fa,1
46321_1#339_fa,1
46358_2#3_fa,1
SAMEA4622731_fa,1
46321_2#364_fa,1
SAMEA4621632_fa,1
46321_1#273_fa,1
46321_2#43_fa,1
SAMEA4621660_fa,1
SAMEA4622247_fa,1
46358_2#239_fa,1
SAMEA4621431_fa,1
46321_2#303_fa,1
SAMEA4620275_fa,1
SAMEA4622213_fa,1
46736_1#186_fa,1
46472_2#223_fa,1
SAMEA4621099_fa,1
SAMEA4621881_fa,1
SAMEA4620927_fa,1
46321_2#199_fa,1
SAMEA4621114_fa,1
SAMEA4621351_fa,1
SAMEA5130795_fa,1
46321_2#376_fa,1
47195_1#168_fa,1
SAMEA4622389_fa,1
SAMEA4620511_fa,1
46736_1#303_fa,1
SAMEA4621025_fa,1
SAMEA4622339_fa,1
46358_2#66_fa,1
46321_2#169_fa,1
46736_1#244_fa,1
SAMEA4620574_fa,1
SAMEA4620391_fa,1
SAMEA4622163_fa,1
46358_2#47_fa,1
SAMEA4620845_fa,1
46321_2#313_fa,1
46358_2#233_fa,1
46736_1#261_fa,1
47195_1#55_fa,1
46321_2#35_fa,1
SAMEA4620533_fa,1
47195_1#27_fa,1
SAMEA4621973_fa,1
SAMEA4620496_fa,1
47195_1#132_fa,1
47195_1#104_fa,1
SAMEA4621760_fa,1
SAMEA4621179_fa,1
47195_1#73_fa,1
46358_2#41_fa,1
SAMEA4622518_fa,1
46321_2#65_fa,1
SAMEA4622461_fa,1
SAMEA4621074_fa,1
46736_1#330_fa,1
46736_1#315_fa,1
SAMEA4620334_fa,1
46736_1#218_fa,1
SAMEA4621275_fa,1
SAMEA4621203_fa,1
SAMEA4620855_fa,1
46321_2#275_fa,1
46321_1#148_fa,1
46321_1#343_fa,1
SAMEA4621826_fa,1
SAMEA4620522_fa,1
46472_2#216_fa,1
46321_2#311_fa,1
SAMEA4622641_fa,1
SAMEA4620290_fa,1
SAMEA4622258_fa,1
46321_2#193_fa,1
46321_2#107_fa,1
46358_2#65_fa,1
46472_2#288_fa,1
SAMEA4620537_fa,1
46321_2#329_fa,1
SAMEA4620928_fa,1
SAMEA4621048_fa,1
SAMEA4621271_fa,1
46358_2#262_fa,1
SAMEA4621196_fa,1
46472_2#369_fa,1
SAMEA4620555_fa,1
SAMEA4622629_fa,1
46872_1#33_fa,1
SAMEA4622794_fa,1
46358_2#252_fa,1
SAMEA4620554_fa,1
46358_2#9_fa,1
SAMEA4621936_fa,1
SAMEA4621462_fa,1
46358_2#206_fa,1
46736_1#49_fa,1
SAMEA4620427_fa,1
46321_2#19_fa,1
SAMEA4621549_fa,1
46736_1#114_fa,1
SAMEA4622161_fa,1
46358_2#358_fa,1
SAMEA4621706_fa,1
46321_1#119_fa,1
46321_1#344_fa,1
SAMEA4621043_fa,1
SAMEA4620986_fa,1
SAMEA4621625_fa,1
SAMEA4620317_fa,1
SAMEA4620526_fa,1
46321_2#229_fa,1
46358_2#71_fa,1
46358_2#286_fa,1
SAMEA4623022_fa,1
47195_1#165_fa,1
47195_1#291_fa,1
SAMEA4620852_fa,1
SAMEA4620468_fa,1
SAMEA4622004_fa,1
SAMEA4622027_fa,1
SAMEA4620505_fa,1
SAMEA4622902_fa,1
SAMEA4622165_fa,1
SAMEA4621228_fa,1
SAMEA4622910_fa,1
SAMEA4620930_fa,1
SAMEA4621761_fa,1
SAMEA4620551_fa,1
SAMEA4620974_fa,1
47195_1#110_fa,1
SAMEA4622762_fa,1
SAMEA4620414_fa,1
46736_1#81_fa,1
SAMEA4622620_fa,1
46321_2#37_fa,1
46472_2#241_fa,1
SAMEA4621543_fa,1
SAMEA4621493_fa,1
46736_1#119_fa,1
SAMEA4622159_fa,1
46321_2#299_fa,1
SAMEA4620430_fa,1
SAMEA4621947_fa,1
SAMEA4620304_fa,1
46736_1#54_fa,1
46472_2#18_fa,1
SAMEA4620834_fa,1
46321_1#181_fa,1
46321_2#282_fa,1
SAMEA4620571_fa,1
46358_2#143_fa,1
SAMEA4622396_fa,1
46472_2#371_fa,1
47195_1#87_fa,1
46472_2#22_fa,1
SAMEA4622573_fa,1
46321_1#275_fa,1
SAMEA4620313_fa,1
46472_2#349_fa,1
SAMEA4622982_fa,1
SAMEA4621398_fa,1
SAMEA4621002_fa,1
46872_1#3_fa,1
46321_2#187_fa,1
47195_1#240_fa,1
46321_2#334_fa,1
46736_1#275_fa,1
SAMEA4622696_fa,1
SAMEA4620278_fa,1
SAMEA4620518_fa,1
SAMEA4622294_fa,1
SAMEA4621672_fa,1
SAMEA4622433_fa,1
46472_2#311_fa,1
SAMEA4620596_fa,1
SAMEA4622106_fa,1
46321_2#245_fa,1
SAMEA4622279_fa,1
SAMEA4620563_fa,1
SAMEA4620784_fa,1
SAMEA4621759_fa,1
SAMEA4621699_fa,1
SAMEA4621045_fa,1
SAMEA4621919_fa,1
SAMEA4621075_fa,1
47195_1#288_fa,1
46358_2#45_fa,1
SAMEA4621790_fa,1
SAMEA4621596_fa,1
47195_1#277_fa,1
46472_2#256_fa,1
47195_1#66_fa,1
SAMEA4621750_fa,1
SAMEA4622484_fa,1
SAMEA4622524_fa,1
46321_1#379_fa,1
SAMEA4620659_fa,1
46321_1#52_fa,1
46321_1#242_fa,1
46321_2#231_fa,1
SAMEA4621471_fa,1
SAMEA4622568_fa,1
SAMEA4620353_fa,1
SAMEA4622210_fa,1
46358_2#201_fa,1
46321_1#370_fa,1
SAMEA4620321_fa,1
SAMEA4622131_fa,1
SAMEA4620397_fa,1
46736_1#87_fa,1
46358_2#229_fa,1
SAMEA4622195_fa,1
SAMEA4620908_fa,1
SAMEA4620925_fa,1
SAMEA4621191_fa,1
SAMEA4622504_fa,1
SAMEA5130886_fa,1
SAMEA4622384_fa,1
47195_1#77_fa,1
SAMEA4621115_fa,1
SAMEA4620513_fa,1
SAMEA5130876_fa,1
SAMEA4623159_fa,1
SAMEA4622626_fa,1
SAMEA4622320_fa,1
46321_1#154_fa,1
SAMEA4620501_fa,1
46321_1#306_fa,1
46472_2#149_fa,1
SAMEA5130893_fa,1
SAMEA4621108_fa,1
46321_2#343_fa,1
46736_1#58_fa,1
SAMEA4622751_fa,1
46321_2#237_fa,1
SAMEA4620393_fa,1
46321_1#117_fa,1
SAMEA4621274_fa,1
46472_2#273_fa,1
SAMEA5130758_fa,1
46358_2#242_fa,1
46321_2#211_fa,1
SAMEA4621449_fa,1
SAMEA4622229_fa,1
SAMEA4621485_fa,1
46321_2#315_fa,1
46736_1#120_fa,1
SAMEA5130792_fa,1
47195_1#213_fa,1
46736_1#91_fa,1
SAMEA4620308_fa,1
46321_1#30_fa,1
SAMEA4622645_fa,1
SAMEA4620325_fa,1
SAMEA4621109_fa,1
SAMEA4622054_fa,1
SAMEA4620833_fa,1
SAMEA4620997_fa,1
SAMEA4621058_fa,1
SAMEA4621714_fa,1
46872_1#41_fa,1
SAMEA4621519_fa,1
46321_2#93_fa,1
SAMEA4622604_fa,1
SAMEA4621505_fa,1
46321_2#9_fa,1
SAMEA4622157_fa,1
46321_2#384_fa,1
SAMEA4620450_fa,1
SAMEA4622301_fa,1
SAMEA4621855_fa,1
SAMEA4620295_fa,1
SAMEA4622592_fa,1
46358_2#332_fa,1
SAMEA4622068_fa,1
46358_2#165_fa,1
SAMEA4620975_fa,1
46321_1#210_fa,1
46358_2#329_fa,1
SAMEA5130883_fa,1
47195_1#304_fa,1
SAMEA4620299_fa,1
SAMEA4622212_fa,1
SAMEA4621061_fa,1
46472_2#190_fa,1
SAMEA4620652_fa,1
47195_1#76_fa,1
46321_2#374_fa,1
SAMEA4620315_fa,1
SAMEA5130925_fa,1
SAMEA4621775_fa,1
46736_1#148_fa,1
SAMEA4622020_fa,1
46358_2#169_fa,1
SAMEA4620411_fa,1
47195_1#307_fa,1
47195_1#230_fa,1
SAMEA4622523_fa,1
47195_1#102_fa,1
46736_1#256_fa,1
SAMEA4620724_fa,1
SAMEA4621316_fa,1
46321_2#51_fa,1
46736_1#246_fa,1
SAMEA5130763_fa,1
SAMEA4622574_fa,1
46736_1#351_fa,1
46321_2#189_fa,1
SAMEA4621415_fa,1
46321_1#252_fa,1
SAMEA4621192_fa,1
46321_2#25_fa,1
46321_1#221_fa,1
SAMEA4622446_fa,1
46736_1#209_fa,1
46358_2#361_fa,1
SAMEA4621213_fa,1
46321_2#72_fa,1
SAMEA4620310_fa,1
SAMEA4620330_fa,1
46321_1#251_fa,1
SAMEA4622875_fa,1
SAMEA4621893_fa,1
47195_1#301_fa,1
SAMEA4620917_fa,1
SAMEA4621396_fa,1
47195_1#261_fa,1
SAMEA4622407_fa,1
46358_2#97_fa,1
SAMEA4621429_fa,1
SAMEA4623009_fa,1
47195_1#17_fa,1
46736_1#337_fa,1
SAMEA5130833_fa,1
SAMEA4622444_fa,1
46358_2#259_fa,1
SAMEA4621503_fa,1
47195_1#254_fa,1
46321_1#376_fa,1
SAMEA5130834_fa,1
46736_1#27_fa,1
SAMEA4621116_fa,1
SAMEA4621221_fa,1
SAMEA4620394_fa,1
SAMEA4620671_fa,1
SAMEA4620291_fa,1
46358_2#194_fa,1
SAMEA4622162_fa,1
SAMEA4620478_fa,1
SAMEA4620723_fa,1
46736_1#84_fa,1
SAMEA4620547_fa,1
47195_1#163_fa,1
SAMEA4622634_fa,1
SAMEA4620369_fa,1
SAMEA4621902_fa,1
46321_2#331_fa,1
SAMEA4621728_fa,1
46736_1#308_fa,1
SAMEA4621985_fa,1
46472_2#159_fa,1
SAMEA4621642_fa,1
46736_1#250_fa,1
SAMEA4622128_fa,1
47195_1#194_fa,1
SAMEA4621974_fa,1
SAMEA4620881_fa,1
SAMEA4620993_fa,1
SAMEA4619739_fa,1
SAMEA4620348_fa,1
SAMEA4620793_fa,1
SAMEA4621106_fa,1
46321_1#115_fa,1
SAMEA4620379_fa,1
SAMEA4621321_fa,1
SAMEA4620781_fa,1
SAMEA4620527_fa,1
46736_1#150_fa,1
SAMEA4620549_fa,1
SAMEA4622127_fa,1
46321_2#360_fa,1
SAMEA4620740_fa,1
SAMEA5130799_fa,1
SAMEA4620992_fa,1
SAMEA4620564_fa,1
SAMEA4621057_fa,1
SAMEA4620666_fa,1
SAMEA4622307_fa,1
SAMEA4622121_fa,1
SAMEA4621941_fa,1
SAMEA4620738_fa,1
SAMEA4622532_fa,1
46321_1#50_fa,1
46358_2#380_fa,1
47195_1#185_fa,1
46358_2#384_fa,1
SAMEA4620718_fa,1
SAMEA4622018_fa,1
SAMEA4621916_fa,1
SAMEA4620836_fa,1
46472_2#217_fa,1
SAMEA4620859_fa,1
SAMEA5130909_fa,1
46321_2#44_fa,1
SAMEA4622086_fa,1
47195_1#227_fa,1
SAMEA4622184_fa,1
47195_1#7_fa,1
46736_1#276_fa,1
SAMEA4621661_fa,1
SAMEA4621184_fa,1
SAMEA4622035_fa,1
SAMEA4620492_fa,1
47195_1#167_fa,1
46321_2#248_fa,1
47195_1#202_fa,1
46736_1#155_fa,1
SAMEA4622101_fa,1
SAMEA4621756_fa,1
SAMEA4622113_fa,1
46472_2#178_fa,1
46736_1#265_fa,1
SAMEA4622278_fa,1
SAMEA4621305_fa,1
SAMEA4621343_fa,1
SAMEA4620339_fa,1
46358_2#73_fa,1
SAMEA4620293_fa,1
SAMEA4621946_fa,1
SAMEA4621064_fa,1
SAMEA4621621_fa,1
SAMEA4620343_fa,1
47195_1#252_fa,1
47195_1#13_fa,1
46321_2#215_fa,1
47195_1#130_fa,1
46321_2#314_fa,1
46736_1#61_fa,1
46472_2#219_fa,1
SAMEA4621435_fa,1
SAMEA4622367_fa,1
SAMEA4620837_fa,1
SAMEA4621511_fa,1
SAMEA4621875_fa,1
SAMEA4622479_fa,1
46736_1#20_fa,1
SAMEA4620423_fa,1
SAMEA4621205_fa,1
SAMEA4622605_fa,1
46736_1#192_fa,1
SAMEA4620787_fa,1
46736_1#210_fa,1
SAMEA4621659_fa,1
SAMEA4622978_fa,1
46358_2#303_fa,1
46736_1#343_fa,1
47195_1#285_fa,1
46321_1#247_fa,1
46321_2#335_fa,1
SAMEA4621060_fa,1
46321_2#179_fa,1
SAMEA4622046_fa,1
47195_1#108_fa,1
46321_1#219_fa,1
SAMEA4622332_fa,1
46321_1#127_fa,1
46321_2#351_fa,1
46321_2#14_fa,1
46358_2#46_fa,1
SAMEA4620799_fa,1
SAMEA4622312_fa,1
46736_1#235_fa,1
46321_2#39_fa,1
SAMEA4621846_fa,1
46358_2#109_fa,1
SAMEA4621764_fa,1
SAMEA4622728_fa,1
SAMEA4620300_fa,1
SAMEA4620677_fa,1
SAMEA4620556_fa,1
SAMEA4621969_fa,1
SAMEA4620389_fa,1
SAMEA4620443_fa,1
SAMEA4620532_fa,1
SAMEA4620840_fa,1
SAMEA4621586_fa,1
SAMEA4622640_fa,1
SAMEA4620409_fa,1
SAMEA4620994_fa,1
SAMEA5130788_fa,1
SAMEA4622633_fa,1
SAMEA4620670_fa,1
SAMEA4622323_fa,1
SAMEA4622183_fa,1
SAMEA4620316_fa,1
47195_1#239_fa,1
SAMEA4620401_fa,1
SAMEA4620470_fa,1
46321_2#23_fa,1
SAMEA4621121_fa,1
SAMEA4622221_fa,1
SAMEA4622378_fa,1
47195_1#83_fa,1
SAMEA4622265_fa,1
SAMEA5130775_fa,1
46736_1#182_fa,1
SAMEA4622690_fa,1
SAMEA4620932_fa,1
SAMEA4622859_fa,1
46321_2#288_fa,1
46736_1#333_fa,1
SAMEA4620437_fa,1
SAMEA4621688_fa,1
SAMEA4620311_fa,1
46736_1#60_fa,1
46472_2#316_fa,1
SAMEA4622408_fa,1
SAMEA5130794_fa,1
46472_2#308_fa,1
SAMEA4622122_fa,1
SAMEA4620480_fa,1
47195_1#173_fa,1
47195_1#117_fa,1
SAMEA4621813_fa,1
SAMEA4620446_fa,1
SAMEA4621141_fa,1
SAMEA4620358_fa,1
SAMEA4621437_fa,1
46358_2#314_fa,1
47195_1#172_fa,1
46472_2#253_fa,1
SAMEA4622261_fa,1
SAMEA4621320_fa,1
SAMEA4620976_fa,1
46321_2#127_fa,1
SAMEA4621315_fa,1
SAMEA4620333_fa,1
SAMEA4623072_fa,1
SAMEA4621312_fa,1
SAMEA4622012_fa,1
SAMEA4620906_fa,1
46321_2#366_fa,1
SAMEA4621262_fa,1
SAMEA4622042_fa,1
SAMEA4620338_fa,1
SAMEA4622254_fa,1
46321_2#181_fa,1
SAMEA4622123_fa,1
46736_1#18_fa,1
46472_2#245_fa,1
47195_1#232_fa,1
SAMEA4621367_fa,1
SAMEA4620376_fa,1
SAMEA4620337_fa,1
46358_2#318_fa,1
46321_2#13_fa,1
SAMEA4622293_fa,1
SAMEA5130803_fa,1
SAMEA4622156_fa,1
46736_1#59_fa,1
47195_1#112_fa,1
46472_2#151_fa,1
SAMEA4621063_fa,1
46321_2#69_fa,1
46736_1#280_fa,1
46736_1#347_fa,1
46321_1#224_fa,1
SAMEA4620841_fa,1
SAMEA4621103_fa,1
SAMEA4620854_fa,1
46321_1#319_fa,1
46321_2#359_fa,1
SAMEA4622093_fa,1
46321_2#61_fa,1
SAMEA4622628_fa,1
46736_1#222_fa,1
46321_2#76_fa,1
46472_2#52_fa,1
47195_1#264_fa,1
46321_2#3_fa,1
46321_1#372_fa,1
SAMEA4622445_fa,1
SAMEA4620341_fa,1
SAMEA4622577_fa,1
SAMEA4620525_fa,1
46358_2#11_fa,1
46736_1#51_fa,1
SAMEA4622898_fa,1
SAMEA4622485_fa,1
SAMEA4621807_fa,1
46321_2#159_fa,1
SAMEA4622273_fa,1
SAMEA4620720_fa,1
SAMEA4621050_fa,1
SAMEA4621342_fa,1
SAMEA4620675_fa,1
SAMEA4620657_fa,1
SAMEA4622632_fa,1
46321_1#191_fa,1
SAMEA4620356_fa,1
SAMEA4622331_fa,1
SAMEA4621209_fa,1
SAMEA4621885_fa,1
46736_1#95_fa,1
46472_2#211_fa,1
SAMEA4620344_fa,1
47195_1#138_fa,1
46321_2#139_fa,1
SAMEA4621811_fa,1
46321_1#292_fa,1
SAMEA4622001_fa,1
SAMEA4622880_fa,1
46872_1#111_fa,1
SAMEA4620790_fa,1
SAMEA4622105_fa,1
47195_1#314_fa,1
SAMEA4622007_fa,1
46872_1#141_fa,1
SAMEA4620996_fa,1
