Taxon,Cluster
15933,252
37017_2#352_fa,252
3961,252
3336,252
36985_1#114_fa,252
46358_2#335_fa,252
19497,252
17886,252
15904,252
36984_2#86_fa,252
4147,252
4745,252
36774_2#283_fa,252
4571,252
36985_2#252_fa,252
4578,252
17954,252
3890,252
5432,252
15898,252
37017_2#63_fa,253
5320,253
37017_2#244_fa,253
46472_2#20_fa,253
16608,253
5191,253
36983_1#275_fa,253
46321_1#188_fa,253
36985_1#248_fa,253
5332,253
5383,253
16584,253
36774_1#356_fa,253
15960,253
36774_1#48_fa,253
36985_1#215_fa,253
36983_2#144_fa,253
36985_1#121_fa,253
5423,253
37017_2#329_fa,253
37017_2#354_fa,253
16645,253
36812_1#265_fa,253
46472_2#54_fa,253
16626,253
46358_2#179_fa,253
36983_2#231_fa,253
4059,253
4036,253
36812_1#212_fa,253
3239,253
5313,253
4651,253
5236,253
36983_1#149_fa,253
4794,253
48373_1#298_fa,253
48373_1#270_fa,253
17957,253
36985_1#337_fa,253
16622,253
17962,253
4008,253
3549,253
3595,253
46321_2#142_fa,253
15979,253
4760,253
36983_1#219_fa,253
4407,253
3381,253
36983_2#176_fa,253
37017_2#282_fa,253
5592,253
36812_1#351_fa,253
36983_2#323_fa,253
5276,253
36984_2#241_fa,253
38087_1#94_fa,253
48373_1#226_fa,253
36983_1#74_fa,253
3367,253
38087_1#369_fa,253
17901,253
36774_1#100_fa,253
36983_1#311_fa,253
36984_2#155_fa,253
4231,253
48373_1#96_fa,253
36983_1#213_fa,253
16644,253
36774_1#252_fa,253
36983_2#218_fa,253
36983_2#349_fa,253
17905,253
36985_1#328_fa,253
36812_1#60_fa,253
37017_2#313_fa,253
46321_2#371_fa,253
36812_1#100_fa,253
36812_1#123_fa,253
15957,253
37017_2#168_fa,253
46321_2#283_fa,253
17970,253
48373_1#12_fa,253
16581,253
36983_2#42_fa,253
36985_2#99_fa,253
5613,253
4221,253
38087_1#148_fa,253
37017_1#116_fa,253
17812,253
17951,253
36774_2#54_fa,253
36983_2#198_fa,253
4391,253
5759,253
36984_2#331_fa,253
36983_2#332_fa,253
36985_2#281_fa,253
4731,253
3557,253
37017_2#96_fa,253
3978,253
3868,253
36984_2#26_fa,253
16609,253
15956,253
4462,253
36983_1#40_fa,253
36985_1#6_fa,253
37017_2#121_fa,253
4825,253
36985_1#123_fa,253
4264,253
36774_2#221_fa,253
3852,253
36983_1#376_fa,253
37017_2#195_fa,253
46321_1#272_fa,253
4126,253
4209,253
46321_1#93_fa,253
17931,253
36983_2#117_fa,253
36983_1#101_fa,253
36984_2#285_fa,253
36985_2#107_fa,253
4005,253
36985_2#164_fa,253
37017_1#213_fa,253
36985_2#218_fa,253
36982_2#122_fa,253
4632,253
3411,253
3583,253
36983_2#74_fa,253
37017_2#25_fa,253
37311_1#231_fa,253
48373_1#355_fa,253
36812_1#5_fa,253
48373_1#254_fa,253
36983_1#130_fa,253
36774_2#49_fa,253
48373_1#85_fa,253
19543,253
36774_1#26_fa,253
36985_2#339_fa,253
36773_2#106_fa,253
37311_1#75_fa,253
36984_2#130_fa,253
5593,253
5795,253
48373_1#306_fa,253
36984_2#292_fa,253
16587,253
36983_1#89_fa,253
36983_1#98_fa,253
36984_2#265_fa,253
48373_1#40_fa,253
4045,253
36985_1#104_fa,253
5321,253
5314,253
3351,253
16614,253
37017_2#24_fa,253
16602,253
3416,253
37017_1#182_fa,253
4481,253
3241,253
4795,253
36985_1#326_fa,253
37017_2#105_fa,253
17935,253
36774_2#370_fa,253
36774_1#279_fa,253
46472_2#224_fa,253
36983_2#363_fa,253
36774_1#123_fa,253
46321_2#327_fa,253
36983_2#371_fa,253
19524,253
38087_1#313_fa,253
46321_1#23_fa,253
16577,253
36983_1#66_fa,253
36983_1#176_fa,253
48373_1#315_fa,253
36985_1#69_fa,253
48373_1#16_fa,253
48373_1#366_fa,253
3248,253
3998,253
36812_1#344_fa,253
36982_2#64_fa,253
4288,253
16625,253
36773_2#138_fa,253
37017_2#207_fa,253
36985_2#40_fa,253
16607,253
16601,253
37017_1#340_fa,253
36984_2#336_fa,253
36812_1#157_fa,253
48373_1#103_fa,253
16538,253
36983_2#69_fa,253
36984_2#1_fa,253
36984_2#49_fa,253
36984_2#233_fa,253
38087_1#282_fa,253
36985_1#239_fa,253
36983_2#172_fa,253
4362,253
19462,253
36984_2#370_fa,253
36774_1#12_fa,253
38087_1#255_fa,253
3401,253
36774_1#342_fa,253
36984_2#163_fa,253
37017_1#148_fa,253
17818,253
3563,253
36983_1#270_fa,253
3897,253
36983_1#54_fa,253
4637,253
36812_1#346_fa,253
36985_1#81_fa,253
4028,253
36985_2#358_fa,253
4644,253
4099,253
5551,253
36774_2#211_fa,254
3833,254
3945,254
3517,254
17917,254
17908,254
4175,254
4225,254
4359,254
17815,254
3322,254
3562,254
3420,254
3888,254
4273,254
3453,254
36984_2#172_fa,254
3335,254
36985_1#5_fa,254
4421,254
3856,254
4254,254
17963,254
17822,254
4575,254
4317,254
3900,254
4246,254
48373_1#55_fa,254
3918,254
4167,254
3941,254
36984_2#6_fa,254
3891,254
4310,254
4177,254
36985_2#98_fa,254
3394,254
3871,254
4160,254
3996,254
4387,254
3418,254
3993,254
36773_2#132_fa,254
36774_2#48_fa,254
4786,254
3835,254
3851,254
3980,254
17817,254
3966,254
3843,254
4218,254
3393,254
4633,254
17932,254
4255,254
36774_2#69_fa,254
4354,254
3832,254
17903,254
3954,254
3958,254
4039,254
4257,254
4204,254
5749,254
3307,254
4480,254
3899,254
36774_1#382_fa,254
3567,254
4372,254
4352,254
4314,254
4831,254
36983_2#285_fa,254
3305,254
3427,254
17907,254
5066,254
17919,254
3885,254
36774_2#230_fa,254
4432,254
4320,254
37311_1#289_fa,254
36774_2#292_fa,254
3860,254
4800,254
17804,254
46321_1#192_fa,254
4136,254
4296,254
4211,254
3876,254
3886,254
3445,254
4258,254
4305,254
4261,254
4037,254
3525,254
4210,254
36773_2#244_fa,254
36984_2#383_fa,254
4486,254
4373,254
4206,254
36773_2#383_fa,254
3837,254
17791,254
4025,254
4280,254
4228,254
4301,254
37017_2#26_fa,254
4324,254
4574,254
4138,254
4728,254
3841,254
46358_2#337_fa,254
3842,254
36773_2#53_fa,254
36985_2#128_fa,254
5394,254
4155,254
17797,254
3979,254
3869,254
4207,254
3912,254
3575,254
3866,254
4612,254
4562,254
3620,254
4333,254
4172,254
3911,254
4382,254
4467,254
36984_2#317_fa,254
3617,254
4543,254
3403,254
17888,254
4552,254
3608,254
4188,254
4151,254
4344,254
36774_2#249_fa,254
36774_2#275_fa,254
3908,254
4749,254
4164,254
36774_2#67_fa,254
17853,254
17940,254
36983_1#228_fa,254
46472_2#337_fa,254
4331,254
4271,254
4436,254
5784,254
48373_1#140_fa,254
3606,254
4242,254
17958,254
4166,254
4793,254
4260,254
36985_2#124_fa,254
3922,254
37017_2#76_fa,254
4428,254
4600,254
4236,254
5629,254
4244,254
3987,254
4027,254
4357,254
36773_2#282_fa,254
4355,254
5636,254
3884,254
3881,254
17887,254
4326,254
4401,254
4163,254
36982_2#120_fa,254
3873,254
4769,254
3823,254
3821,254
3915,254
46321_2#242_fa,254
36985_1#188_fa,254
4306,254
4233,254
4267,254
4277,254
3991,254
17921,254
17949,254
5246,254
4216,254
4284,254
3421,254
3358,254
4368,254
3818,254
4309,254
15964,254
3845,254
36773_2#263_fa,254
4364,254
38087_1#315_fa,254
4091,254
4043,254
3963,254
4142,254
4067,254
4203,254
4185,254
4212,254
4312,254
3383,254
4029,254
3932,254
4139,254
3576,254
3286,254
17961,255
36982_2#180_fa,255
4753,255
36983_2#245_fa,255
36983_1#104_fa,255
36774_1#240_fa,255
37017_2#271_fa,255
36982_2#178_fa,255
38087_1#146_fa,255
37017_2#370_fa,255
36983_2#373_fa,255
36985_2#202_fa,255
5307,255
3363,255
3550,255
36984_2#45_fa,255
36983_1#193_fa,255
3930,255
4650,255
36983_1#8_fa,255
36983_1#167_fa,255
3643,255
36984_2#19_fa,255
48373_1#231_fa,255
17943,255
3985,255
4017,255
36812_1#309_fa,255
46321_1#59_fa,255
36985_2#134_fa,255
36773_2#243_fa,255
46321_2#298_fa,255
4658,255
4807,255
48373_1#337_fa,255
36985_2#192_fa,255
5232,255
46358_2#113_fa,255
46472_2#310_fa,255
3616,255
36773_2#31_fa,255
46472_2#319_fa,255
36984_2#77_fa,255
36983_1#199_fa,255
36812_2#305_fa,255
5608,255
36983_2#68_fa,255
48373_1#232_fa,255
36983_2#108_fa,255
36985_1#282_fa,255
36984_2#187_fa,255
36983_1#380_fa,255
46358_2#362_fa,255
36983_2#229_fa,255
37017_2#143_fa,255
17848,255
36773_2#274_fa,255
5374,255
5221,255
36812_2#224_fa,255
36983_2#331_fa,255
36984_2#322_fa,255
46358_2#62_fa,255
38087_1#320_fa,255
46321_1#296_fa,255
48373_1#236_fa,255
48373_1#301_fa,255
36984_2#13_fa,255
36774_2#161_fa,255
36774_2#252_fa,255
37017_2#159_fa,255
36983_1#25_fa,255
3316,255
36983_2#321_fa,255
48373_1#165_fa,255
4607,255
36812_2#370_fa,255
36773_2#68_fa,255
36983_1#95_fa,255
36983_2#327_fa,255
48373_1#312_fa,255
36774_1#366_fa,255
4016,255
36983_2#283_fa,255
36983_1#377_fa,255
3872,255
36984_2#365_fa,255
36984_2#222_fa,255
36985_2#229_fa,255
38087_1#306_fa,255
4784,255
36774_1#378_fa,255
17801,255
36983_1#16_fa,255
36812_1#375_fa,255
36984_2#261_fa,255
36983_2#369_fa,255
36985_2#263_fa,255
48373_1#302_fa,255
37017_2#115_fa,255
4555,255
5331,255
36983_2#1_fa,255
36812_1#271_fa,255
3940,255
15938,255
3538,255
36985_1#161_fa,255
36985_2#143_fa,255
46321_1#63_fa,255
37017_1#184_fa,255
36774_2#79_fa,255
36983_2#32_fa,255
36983_1#346_fa,255
36983_1#237_fa,255
36812_1#347_fa,255
36984_2#23_fa,255
36984_2#282_fa,255
36984_2#18_fa,255
17795,255
36984_2#361_fa,255
5230,255
36774_2#233_fa,255
5362,255
36983_2#297_fa,255
4894,255
3850,255
48373_1#171_fa,255
48373_1#313_fa,255
46321_2#100_fa,255
17968,255
4201,255
17904,255
36985_1#305_fa,255
37017_2#161_fa,255
17922,255
36774_2#143_fa,255
37017_2#160_fa,255
36984_2#8_fa,255
36984_2#124_fa,255
3309,255
16617,255
36985_1#327_fa,255
36985_1#155_fa,255
5190,255
3586,255
36984_2#83_fa,255
36985_2#76_fa,255
4158,255
4797,255
48373_1#233_fa,255
48373_1#111_fa,255
46472_2#114_fa,255
36774_2#193_fa,255
37017_2#353_fa,255
36983_2#141_fa,255
36983_2#21_fa,255
3986,255
3292,255
48373_1#288_fa,255
4180,255
3551,255
17805,255
4404,255
19482,255
36985_1#103_fa,255
38087_1#186_fa,255
48373_1#287_fa,255
36985_1#48_fa,255
36984_2#50_fa,255
3548,255
5796,255
16583,255
4844,255
5635,255
36983_1#68_fa,255
46321_1#21_fa,255
36984_2#62_fa,255
36812_1#380_fa,255
36985_2#1_fa,255
36982_2#320_fa,255
36984_2#193_fa,255
36985_2#75_fa,255
4106,255
17900,255
5581,255
3455,255
36985_1#230_fa,255
3633,255
4022,255
36985_2#264_fa,255
37017_2#216_fa,255
48373_1#260_fa,255
4763,255
17911,255
19496,255
5379,255
4385,255
36983_1#45_fa,255
36983_2#214_fa,255
19814,255
36984_2#132_fa,255
36983_2#35_fa,255
46358_2#289_fa,255
3235,255
36983_2#203_fa,255
46358_2#333_fa,255
36984_2#93_fa,255
5597,255
36983_2#100_fa,255
36983_2#279_fa,255
16714,256
16740,256
16760,256
5627,256
16691,256
16699,256
16747,256
36985_2#237_fa,256
16540,256
16733,256
4539,256
15959,256
3933,256
16763,256
16735,256
16671,256
4409,256
4445,256
16723,256
16701,256
16737,256
4463,256
4109,256
16738,256
4336,256
16707,256
3448,256
16686,256
4615,256
4620,256
16654,256
16754,256
4030,256
4014,256
16710,256
16727,256
16688,256
4384,256
16731,256
16663,256
16689,256
16761,256
4334,256
4149,256
16712,256
36983_2#277_fa,256
16681,256
16745,256
16748,256
4253,256
16706,256
16770,256
4398,256
4420,256
5785,256
4202,256
4626,256
4173,256
3661,256
36774_1#13_fa,256
16677,256
16683,256
16684,256
16675,256
16722,256
3534,256
4068,256
4250,256
36812_1#220_fa,256
36985_2#123_fa,256
16719,256
4437,256
16673,256
16672,256
16725,256
3541,256
4442,256
4560,256
16749,256
16660,256
16700,256
36983_1#118_fa,256
4114,256
16704,256
4046,256
4441,256
16726,256
4217,256
16721,256
36983_1#6_fa,256
16667,256
36983_2#75_fa,256
3967,256
4374,256
4275,256
4415,256
16709,256
16715,256
16717,256
16682,256
4230,256
16697,256
16736,256
16765,256
16767,256
16750,256
16718,256
16751,256
16762,256
16746,256
16766,256
3904,256
16665,256
16742,256
16658,256
16676,256
36774_2#250_fa,256
4238,256
16756,256
4443,256
16753,256
16653,256
5632,256
4041,256
16732,256
16764,256
3613,256
5617,256
16690,256
16759,256
16666,256
16728,256
4433,256
16679,256
4074,256
16720,256
4424,256
5744,256
4618,256
3994,256
16702,256
4572,256
16734,256
5802,256
16744,256
16657,256
16659,256
16698,256
16694,256
16739,256
3660,256
16678,256
16670,256
16674,256
16656,256
16752,256
16687,256
4383,256
3984,256
16769,256
5603,256
4085,256
16757,256
4483,256
16743,256
4616,256
16668,256
16730,256
36985_1#183_fa,256
16669,256
4350,256
4485,256
16685,256
4426,256
5792,256
3659,256
4098,256
16772,256
4439,256
16771,256
36812_1#264_fa,256
16680,256
16693,256
16758,256
3370,256
16741,256
36773_2#365_fa,256
4444,256
4286,256
16703,256
16755,256
4623,256
3454,256
4128,256
15948,256
3921,256
4449,256
16655,256
16664,256
16768,256
4087,256
4298,256
16695,256
16708,256
16713,256
48373_1#33_fa,257
48373_1#350_fa,257
4879,257
37017_1#192_fa,257
36812_1#297_fa,257
3641,257
48373_1#41_fa,257
36812_2#255_fa,257
16646,257
37017_1#58_fa,257
36985_2#119_fa,257
48373_1#208_fa,257
48373_1#99_fa,257
3432,257
16640,257
4740,257
46358_2#61_fa,257
48373_1#154_fa,257
36985_2#132_fa,257
36812_2#339_fa,257
37017_1#62_fa,257
36983_1#111_fa,257
36773_2#330_fa,257
36812_1#222_fa,257
36983_1#246_fa,257
3434,257
4472,257
5803,257
5623,257
38087_1#249_fa,257
3952,257
5789,257
36983_2#29_fa,257
48373_1#227_fa,257
4867,257
3539,257
48373_1#216_fa,257
46321_2#246_fa,257
4349,257
37311_1#295_fa,257
4682,257
36982_2#94_fa,257
37017_2#21_fa,257
3440,257
48373_1#334_fa,257
4678,257
37017_2#371_fa,257
4129,257
16547,257
46321_2#304_fa,257
46358_2#153_fa,257
3582,257
5553,257
3934,257
36983_1#136_fa,257
46358_2#264_fa,257
15980,257
46321_2#342_fa,257
4564,257
36812_1#114_fa,257
46358_2#305_fa,257
38087_1#22_fa,257
4681,257
46358_2#267_fa,257
36985_2#309_fa,257
3542,257
38087_1#337_fa,257
19488,257
36983_1#258_fa,257
36812_1#108_fa,257
36985_2#55_fa,257
36774_1#159_fa,257
4628,257
15968,257
4060,257
48373_1#169_fa,257
3487,257
36985_1#258_fa,257
46321_1#91_fa,257
37017_2#257_fa,257
36984_2#268_fa,257
46358_2#230_fa,257
17914,257
36774_2#50_fa,257
4689,257
4836,257
36983_1#72_fa,257
37017_2#346_fa,257
19548,257
15952,257
5556,257
36812_1#28_fa,257
36812_1#285_fa,257
13448,257
4874,257
46321_2#42_fa,257
36985_1#260_fa,257
36812_1#8_fa,257
36985_1#95_fa,257
36812_1#352_fa,257
4587,257
4777,257
16599,257
3597,257
3257,257
4544,257
36774_2#351_fa,257
36812_1#307_fa,257
4687,257
46321_2#115_fa,257
36985_1#159_fa,257
48373_1#69_fa,257
36984_2#275_fa,257
36773_2#46_fa,257
36985_2#373_fa,257
3971,257
36985_2#136_fa,257
3237,257
48373_1#73_fa,257
36812_1#248_fa,257
3356,257
36985_1#62_fa,257
3584,257
36983_2#252_fa,257
3227,257
4866,257
48373_1#126_fa,257
4659,257
36774_1#16_fa,257
4690,257
36983_2#193_fa,257
4568,257
37311_1#225_fa,257
46358_2#85_fa,257
19312,257
36984_2#318_fa,257
3490,257
17934,257
36773_2#35_fa,257
36983_2#250_fa,257
36985_1#281_fa,257
46472_2#254_fa,257
37311_1#111_fa,257
16648,257
46321_2#339_fa,257
36774_2#121_fa,257
3528,257
16632,257
15930,257
36812_1#300_fa,257
37017_2#163_fa,257
16635,257
4683,257
3510,257
48373_1#11_fa,257
46358_2#279_fa,257
36984_2#186_fa,257
46321_1#60_fa,257
36774_1#44_fa,257
15939,257
37017_2#156_fa,257
3415,257
48373_1#180_fa,257
4152,257
16532,257
16647,257
4367,257
48373_1#198_fa,257
4679,257
36985_2#200_fa,257
36984_2#212_fa,257
48373_1#223_fa,257
3296,257
37017_2#200_fa,257
36984_2#373_fa,257
36985_2#193_fa,257
48373_1#323_fa,257
16623,257
4341,257
36983_2#85_fa,257
4396,257
3924,257
4685,257
17945,257
4785,257
37017_2#280_fa,257
46321_1#360_fa,257
16615,257
3424,257
36812_1#22_fa,257
36983_1#56_fa,257
46321_1#25_fa,257
36774_2#13_fa,257
3428,257
19226,257
16578,257
48373_1#22_fa,257
48373_1#137_fa,257
48373_1#114_fa,258
4208,258
5602,258
4171,258
3960,258
4183,258
4291,258
4118,258
4335,258
4375,258
3527,258
3968,258
3957,258
4023,258
3982,258
16543,258
4053,258
4371,258
3989,258
4490,258
4499,258
48373_1#168_fa,258
3947,258
4500,258
4498,258
4042,258
4337,258
4112,258
3962,258
4081,258
36983_2#111_fa,258
4492,258
3553,258
3942,258
4272,258
4071,258
36774_1#37_fa,258
3916,258
3925,258
4111,258
3862,258
4361,258
4332,258
4351,258
48373_1#243_fa,258
4358,258
5305,258
4223,258
3883,258
4063,258
36985_1#122_fa,258
15953,258
4035,258
4302,258
4031,258
4088,258
4287,258
37017_2#97_fa,258
4159,258
4293,258
4328,258
36773_2#230_fa,258
3950,258
4009,258
36812_2#276_fa,258
4403,258
3354,258
4101,258
36774_1#42_fa,258
5766,258
4012,258
4245,258
17810,258
4265,258
3903,258
5577,258
3839,258
36812_1#117_fa,258
3907,258
4282,258
3946,258
3929,258
4093,258
4219,258
4232,258
36812_1#384_fa,258
4196,258
36985_1#362_fa,258
3913,258
46358_2#138_fa,258
4127,258
4248,258
4285,258
4137,258
3896,258
4493,258
36774_1#221_fa,258
3879,258
4315,258
37017_2#150_fa,258
4495,258
4269,258
46358_2#59_fa,258
4491,258
4251,258
4186,258
4330,258
2351,258
4360,258
4124,258
3917,258
4434,258
3898,258
4000,258
4497,258
4170,258
3889,258
4026,258
3311,258
4241,258
4018,258
3853,258
3995,258
3927,258
46321_2#173_fa,258
37017_1#316_fa,258
4115,258
4365,258
48373_1#191_fa,258
4038,258
48373_1#217_fa,258
3923,258
4105,258
4270,258
3875,258
4423,258
4075,258
36774_1#374_fa,258
4013,258
4234,258
16542,258
4411,258
36985_2#245_fa,258
36983_1#205_fa,258
4144,258
4325,258
36985_2#30_fa,258
3877,258
4084,258
3970,258
4176,258
4047,258
4145,258
4168,258
4213,258
4494,258
36812_1#59_fa,258
36985_2#255_fa,258
4003,258
48373_1#225_fa,258
48373_1#25_fa,258
4274,258
4070,258
3409,258
46321_2#363_fa,258
4252,258
4214,258
17923,258
5437,258
3914,258
4102,258
37017_2#33_fa,258
5794,258
17889,258
36983_1#143_fa,259
36985_2#150_fa,259
36773_2#222_fa,259
36812_1#357_fa,259
36985_1#302_fa,259
37017_2#50_fa,259
46358_2#64_fa,259
36812_1#229_fa,259
36983_2#318_fa,259
36985_2#15_fa,259
36812_2#277_fa,259
36812_2#287_fa,259
46321_2#223_fa,259
38087_1#284_fa,259
36773_2#16_fa,259
36983_2#315_fa,259
37017_2#149_fa,259
36984_2#28_fa,259
36774_1#150_fa,259
46321_2#109_fa,259
46358_2#215_fa,259
36983_2#135_fa,259
36812_2#378_fa,259
5280,259
36812_1#371_fa,259
37017_2#304_fa,259
46321_2#110_fa,259
36984_2#181_fa,259
36812_2#250_fa,259
36812_2#253_fa,259
36983_1#321_fa,259
36983_2#383_fa,259
36985_1#229_fa,259
38087_1#347_fa,259
36983_1#137_fa,259
36774_2#142_fa,259
36984_2#308_fa,259
37311_1#175_fa,259
37017_1#371_fa,259
36984_2#84_fa,259
36773_2#88_fa,259
36985_2#382_fa,259
36985_2#379_fa,259
36773_2#232_fa,259
36985_1#351_fa,259
36774_2#47_fa,259
36985_2#307_fa,259
36983_1#93_fa,259
36984_2#270_fa,259
36984_2#376_fa,259
46358_2#166_fa,259
37017_2#14_fa,259
46321_2#357_fa,259
36985_2#226_fa,259
36984_2#98_fa,259
37017_2#306_fa,259
36982_2#374_fa,259
46321_1#214_fa,259
36983_2#280_fa,259
36774_1#200_fa,259
36983_1#150_fa,259
36774_2#330_fa,259
36985_1#312_fa,259
36984_2#105_fa,259
5427,259
36812_1#369_fa,259
36983_2#232_fa,259
36985_1#43_fa,259
36812_2#116_fa,259
36985_1#352_fa,259
36985_2#278_fa,259
46358_2#121_fa,259
37311_1#265_fa,259
36773_2#139_fa,259
36983_2#220_fa,259
37311_1#105_fa,259
36985_1#384_fa,259
36983_1#318_fa,259
36983_2#345_fa,259
36983_2#44_fa,259
36983_2#205_fa,259
37017_2#101_fa,259
36774_1#126_fa,259
36774_1#46_fa,259
36773_2#37_fa,259
36985_1#101_fa,259
19479,259
37017_2#170_fa,259
37017_2#368_fa,259
36985_2#145_fa,259
36774_1#34_fa,259
36983_1#106_fa,259
36983_1#181_fa,259
36983_2#340_fa,259
36983_1#62_fa,259
36983_2#247_fa,259
36985_2#53_fa,259
48373_1#162_fa,259
36984_2#74_fa,259
37017_2#378_fa,259
37017_2#255_fa,259
36983_2#11_fa,259
37017_2#70_fa,259
46358_2#34_fa,259
36812_1#126_fa,259
38087_1#215_fa,259
36983_1#212_fa,259
36984_2#156_fa,259
36812_1#243_fa,259
36984_2#15_fa,259
36774_1#93_fa,259
36812_1#57_fa,259
36985_2#383_fa,259
36984_2#195_fa,259
36985_2#381_fa,259
46358_2#93_fa,259
36984_2#221_fa,259
36774_2#257_fa,259
36984_2#138_fa,259
36774_1#102_fa,259
36982_2#186_fa,259
36774_1#131_fa,259
37017_2#361_fa,259
37017_2#61_fa,259
36774_1#313_fa,259
36774_1#248_fa,259
46321_1#328_fa,259
36983_1#168_fa,259
37017_1#286_fa,259
36985_1#350_fa,259
36983_1#38_fa,259
36774_1#106_fa,259
46321_2#5_fa,259
19471,259
37017_2#28_fa,259
37311_1#9_fa,259
36982_2#288_fa,259
37311_1#41_fa,259
36985_2#209_fa,259
36812_2#379_fa,259
38087_1#305_fa,259
36984_2#55_fa,259
46321_2#270_fa,259
36985_2#355_fa,259
36983_2#45_fa,259
36812_1#341_fa,259
46321_2#132_fa,259
46321_2#216_fa,259
36983_1#162_fa,259
38087_1#278_fa,259
36774_2#23_fa,259
36984_2#242_fa,259
36774_2#46_fa,259
4783,260
5552,260
36982_2#346_fa,260
36774_2#108_fa,260
36773_2#277_fa,260
36774_2#174_fa,260
36984_2#9_fa,260
48373_1#295_fa,260
36984_2#328_fa,260
48373_1#34_fa,260
15918,260
3953,260
4096,260
4386,260
36774_2#70_fa,260
3443,260
36812_2#183_fa,260
48373_1#15_fa,260
48373_1#127_fa,260
19500,260
36812_1#378_fa,260
4761,260
3874,260
37017_1#90_fa,260
5178,260
36812_1#373_fa,260
3555,260
36984_2#92_fa,260
